temporalCentroid,LogSpecCentroid,LogSpecSpread,MFCC1,MFCC2,Energy,ZeroCrossings,SpecCentroid,SpecSpread,Rolloff,bandsCoefSum,prjmin,prjmax,prjsum,prjdis,prjstd,LogAttackTime,HamoPk1,HamoPk2,HamoPk3,HamoPk4,HamoPk5,HamoPk6,HamoPk7,HamoPk8,HamoPk9,HamoPk10,HamoPk11,HamoPk12,HamoPk13,HamoPk14,HamoPk15,HamoPk16,HamoPk17,HamoPk19,playmethod,class1,class2,label
1.448017,0.06409563,0.9259639,0.062981057,0.929491266,-0.007251305,230,648.3226,464.0328,1302.759,308.2169,-0.9965576,0.07376687,-0.02738436,37.22292,0.1719102,0.3218534,1.040823,1.068884,1.058678,0.9990512,0.9308761,0.9180304,0.9727775,1.002305,0.995812,0.9982056,0.979982,0.9653276,0.9734657,0.9237811,0.8897378,0.8512574,0.8244317,0.7666881,blown,aerophone,aero_single-reed,TenorSaxophone
1.52806,-0.9325278,1.190378,-0.929741507,1.195165499,-0.007593349,124,361.0356,300.9706,777.887,384.369,-0.9994074,0.02668041,-0.02882784,34.71466,0.1716741,-0.2319108,1.066629,1.033569,1.009962,0.9371682,0.981229,0.8915488,0.9614946,0.8015981,0.8708941,0.7990553,0.8527557,0.8041788,0.6480749,0.6730583,0.6565473,?,?,?,blown,aerophone,aero_lip-vibrated,CTrumpet
1.917447,-0.8816575,1.213385,-0.883134444,1.216224577,-0.000574091,189,387.2507,331.8074,909.7778,387.945,-0.9986897,0.02874289,-0.03042875,35.19807,0.1713976,-0.022712,0.706298,0.9567826,0.7682713,0.9430893,0.8488438,0.9499035,0.7432791,0.8394572,0.7885826,0.7499146,0.8139207,0.7200654,0.7665829,0.6351655,0.7096846,0.6596931,0.6090811,0.6178393,blown,aerophone,aero_single-reed,B-flatclarinet
1.471448,-0.1440807,1.145664,-0.142078504,1.150055529,-0.002242118,251,617.3622,505.1145,1302.759,361.5249,-0.9977182,0.04344137,-0.02803699,37.27615,0.171805,0.3266423,0.9915834,1.020407,0.9772345,0.9726573,0.8022688,0.8908271,0.8504632,0.9446506,0.9481923,0.9536794,0.9225586,0.9160895,0.9234688,0.8787515,0.8400951,0.7802314,0.7820718,0.5885084,blown,aerophone,aero_single-reed,TenorSaxophone
1.067843,-1.341474,0.7580726,-1.341418485,0.758441451,-0.002263857,127,230.0561,147.8445,390.2893,327.0321,-0.9964542,0.01773479,-0.03173542,36.60662,0.1711604,-0.4145776,0.9599161,0.9543334,0.8645371,0.8566223,0.8048975,0.7630102,0.6541642,0.5400848,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.390276,-0.8711309,1.399465,-0.869918222,1.397703669,0.001612386,109,386.9952,298.4545,767.1204,402.2791,-0.9928673,0.02746741,-0.0350561,38.81991,0.1705113,-0.2319108,1.128262,1.019759,1.166434,1.135627,0.9589807,?,0.8862997,?,?,0.8470969,0.9678342,0.850916,?,1.033362,1.037774,0.9856074,0.8940924,0.8553704,blown,aerophone,aero_lip-vibrated,CTrumpet
1.799928,-1.464474,0.6546981,-1.460405236,0.655979447,0.00735853,126,203.2069,108.8678,387.5977,439.4172,-0.9991583,0.0180671,-0.03154238,34.76771,0.1711961,-0.342086,0.9541186,0.9409754,0.8252886,0.793066,0.7220511,0.6342468,?,?,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.299325,-0.2280644,0.931377,-0.232701245,0.927779807,0.002214548,327,517.3092,317.0306,1038.977,368.7317,-0.9981799,0.05645929,-0.02868214,35.56655,0.1716985,0.09879671,1.024632,1.034121,0.9610995,0.9769584,1.004082,0.8562476,1.003681,0.7907258,0.9108085,0.6908923,0.8230724,0.6179318,0.7292188,?,0.7593604,?,0.70204,0.7297763,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.693705,-0.8114367,0.7099378,-0.813343671,0.706047827,0.007989446,126,327.8489,222.1615,519.4885,385.2126,-0.9993704,0.02741864,-0.02968307,34.60286,0.1715283,0.3270321,1.066833,0.9202346,0.9696413,0.9573981,0.8885217,0.9322609,0.9324764,0.8618296,0.8236647,0.7749398,0.7348645,0.6684214,0.6778879,0.677586,0.6981416,0.6934379,0.7046052,0.6979249,blown,aerophone,aero_single-reed,TenorSaxophone
1.388541,-0.2389667,1.347125,-0.243582761,1.350926305,-0.008830553,270,586.6338,411.2985,1044.36,359.3964,-0.9992289,0.02746579,-0.02858298,35.18751,0.171715,-0.3225296,1.051836,0.8899406,1.088305,1.080324,1.086013,0.9722289,0.8896134,0.9530378,0.9158919,0.9265077,0.9666426,0.8891883,0.9279987,0.7544725,0.8684924,0.6916766,0.8127375,0.8306666,blown,aerophone,aero_lip-vibrated,CTrumpet
0.8168174,-2.152447,1.549153,-2.155707773,1.546760598,-0.000898918,83,153.2425,149.2212,258.3984,490.6424,-0.99896,0.02234532,-0.03010286,36.17565,0.1714551,-0.6691447,0.8971787,1.050739,?,?,1.194026,?,?,?,?,?,1.055353,?,?,?,?,?,?,?,struck_Hrm,chordophone,chrd_simple,Piano
1.396315,0.1281847,1.097363,0.127132988,1.094718122,0.001800757,282,715.4559,518.9085,1431.958,350.7944,-0.9973953,0.04700225,-0.02837402,37.27334,0.1717497,-0.09503067,0.9368412,1.037189,1.013916,0.9382938,0.903724,0.9477361,0.9558054,0.9557707,0.9712164,0.971633,0.9486,0.9409814,0.9476093,0.9027608,0.8644666,0.8232919,0.7905721,0.7633417,blown,aerophone,aero_single-reed,TenorSaxophone
1.906808,-1.37121,0.9980025,-1.366302839,1.001339952,-0.00719502,109,258.4312,243.0387,392.981,430.9415,-0.9974657,0.01191553,-0.03270912,36.94197,0.170977,-0.022712,0.7439231,0.9259443,0.7665127,0.8863449,0.8009091,0.8740134,0.6605759,0.718006,0.6596248,0.5810114,0.6782983,0.6362384,0.6740817,?,?,?,?,?,blown,aerophone,aero_single-reed,B-flatclarinet
1.073628,-1.551596,0.6122983,-1.551729454,0.611348762,-0.00237052,107,189.2769,100.3769,261.0901,453.7329,-0.9967279,0.07253782,-0.02989786,36.90198,0.171491,-0.476059,0.9436196,0.9282409,0.8032147,0.7661227,0.6828538,0.5847309,?,?,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.300985,-0.449021,1.239663,-0.445814488,1.243657785,0.003389121,223,525.478,495.2467,783.2703,252.3314,-0.996232,0.07628438,-0.02710754,37.79336,0.1719541,-0.1226992,1.071776,1.014494,1.011894,0.9594382,0.9833139,0.8464242,0.9050823,0.7928536,0.8254137,0.6764817,0.6676006,0.6607672,0.6400234,0.6283381,0.6751339,0.6702507,?,0.6874945,string,chordophone,chrd_composite,DoubleBass
1.000043,-0.1946755,0.8208019,-0.191405089,0.825028812,-0.002323097,284,498.7956,225.7547,651.3794,361.8531,-0.9992755,0.01479385,-0.029716,35.58085,0.1715226,-0.1733523,1.005726,0.9674451,1.024766,1.035017,0.9666069,0.7340362,0.8214018,0.8642304,0.8397075,0.8512437,0.8541117,0.7784974,0.7144213,0.6742898,0.6563283,0.5920112,0.6756034,0.6129218,blown,aerophone,aero_double-reed,Oboe
1.018828,-0.634965,0.7321003,-0.639601709,0.733825348,-0.002092847,209,364.5608,202.0762,516.7969,390.7245,-0.9992374,0.02298752,-0.02880875,35.12759,0.1716773,0.06972346,1.035926,1.034613,0.9087327,0.9768741,0.9187028,0.8544995,0.8727724,0.7878498,0.7398282,0.6982651,0.7476594,0.6114621,?,?,?,?,?,?,blown,aerophone,aero_lip-vibrated,TenorTrombone
0.9998207,-0.07758219,0.7766906,-0.077299206,0.774706599,-0.002076028,252,530.8365,225.4593,651.3794,357.258,-0.9990154,0.03411106,-0.02890121,35.63266,0.1716617,0.05500888,0.9503391,0.9959664,1.037763,1.039373,0.9556963,0.8452788,0.8447507,0.8721694,0.7824905,0.8570829,0.8502406,0.8153868,0.7802651,0.6755561,0.6408208,0.6202488,0.6933704,0.6667935,blown,aerophone,aero_double-reed,Oboe
1.035114,-0.5368758,0.7631382,-0.535916647,0.763644313,0.001004554,326,393.1926,213.4597,519.4885,377.6679,-0.9993904,0.01204154,-0.03054068,34.60747,0.1713776,0.2185927,1.041417,1.034719,1.009101,0.9743729,0.9121277,0.8555182,0.9652331,0.7821508,0.8348123,0.6795339,0.7793545,0.6279003,0.6738101,?,0.7401764,?,0.6672199,0.6993743,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.679426,-0.8196627,0.6856368,-0.817548285,0.686074018,0.002722973,168,322.7568,216.7285,392.981,377.836,-0.9991402,0.01780231,-0.03070275,35.27942,0.1713487,0.2979614,1.071323,0.9389841,0.9682297,0.9347208,0.881556,0.8996351,0.8944855,0.8364796,0.8195252,0.6486133,0.6737492,0.6402644,0.5883969,0.5871849,0.6074451,?,?,?,blown,aerophone,aero_single-reed,TenorSaxophone
1.512944,-1.031347,1.22529,-1.032646351,1.229874871,-0.005748379,235,365.5107,362.482,788.6536,349.7035,-0.9996163,0.01612458,-0.02898064,34.41814,0.1716483,0.05435766,0.8799854,0.9232549,0.8671174,0.8985352,0.8600089,0.9139478,0.7842936,0.8263345,0.7661122,0.6988121,0.7515908,0.6984566,0.7273188,0.5853926,0.666187,0.5912714,?,?,blown,aerophone,aero_single-reed,B-flatclarinet
1.000043,-0.2485487,0.8471136,-0.245759773,0.850561725,-0.003601039,294,485.1793,225.7353,651.3794,373.7416,-0.9985543,0.02778745,-0.03066436,36.40977,0.1713556,-0.1733523,0.9982155,0.9758313,1.011175,1.032823,0.9585027,0.8435575,0.7440409,0.839322,0.8413275,0.8508794,0.8430939,0.7857455,0.6740347,0.5879546,0.6550054,0.6120633,0.6501759,?,blown,aerophone,aero_double-reed,Oboe
1.132893,-1.321093,0.705068,-1.324755586,0.704433456,-0.007565069,126,227.1462,122.6478,390.2893,403.7094,-0.9976907,0.04653413,-0.02912298,36.8355,0.1716242,-0.7124725,0.967265,0.9569705,0.8532374,0.8253721,0.768464,0.6846189,0.5648338,?,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.045776,-0.045651,0.7579705,-0.048859447,0.754847385,-0.005054699,314,540.8927,224.8237,654.071,359.2315,-0.998899,0.03439485,-0.02949074,35.68882,0.1715614,0.2047289,1.002508,0.9836264,1.031863,1.034249,0.9528574,0.8591559,0.8123358,0.8395294,0.8026793,0.7356472,0.7382144,0.6356961,0.6980198,?,?,0.6210225,?,?,blown,aerophone,aero_double-reed,Oboe
1.012393,-0.3409982,0.7013824,-0.343797768,0.697384931,-0.009617565,247,439.0813,215.959,522.1802,374.55,-0.9994724,0.02584646,-0.02901226,34.43843,0.171643,0.09856132,1.035012,1.035809,1.059872,0.9770187,0.9203813,0.8536637,0.890795,0.7809057,0.7340608,0.6872902,0.8807018,0.6062867,0.6033848,?,0.8012165,?,?,0.6445175,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.523245,-0.1186887,1.248139,-0.115444877,1.245907156,-0.003000545,325,613.8875,411.9496,1047.052,377.1768,-0.9990628,0.02547895,-0.03127653,35.17809,0.1712449,-0.237643,1.079453,1.037752,1.050356,0.9382859,1.03335,0.888591,1.063151,0.7819895,0.989611,0.7885734,1.018106,0.7766529,0.9565077,?,0.9156765,?,0.8702772,0.8698125,blown,aerophone,aero_lip-vibrated,CTrumpet
1.041239,-0.5778324,0.7171352,-0.581903346,0.713845672,-0.001029765,245,374.1456,176.3591,519.4885,383.249,-0.9994488,0.02293601,-0.02922734,34.74058,0.1716065,0.2186105,1.0378,1.037189,1.003882,0.9823373,0.8834997,0.8636477,0.9149156,0.800534,0.8031991,0.7160136,0.7562464,0.6275923,0.6553933,?,0.6865001,?,0.6120383,0.6415595,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.075736,-0.6192198,1.252442,-0.619243147,1.248138123,0.001677812,217,479.2719,494.2117,780.5786,227.7613,-0.9966444,0.04517728,-0.03130314,38.87269,0.17124,-0.2762819,1.095019,1.016761,1.02006,0.9615871,1.023169,0.8189573,0.8927281,0.8342369,0.8669225,0.7857893,0.7572312,0.7310971,0.7304246,0.6543173,0.7176286,0.6490734,0.6816563,0.6732597,blown,aerophone,aero_free-reed,Accordian
0.8731655,-2.140911,1.371203,-2.139102667,1.373065411,-0.002733245,65,147.8424,135.1096,131.8909,484.2753,-0.9991074,0.02342334,-0.02969534,35.8765,0.1715261,-0.6691447,0.9201604,0.9609989,?,?,?,?,?,?,?,?,?,1.069872,?,?,?,?,?,?,struck_Hrm,chordophone,chrd_simple,Piano
0.9934581,-0.4744327,1.286882,-0.4788602,1.285957221,0.002622077,267,532.4922,519.2392,783.2703,232.1858,-0.9975889,0.03732465,-0.03030797,37.80923,0.171419,-0.3348084,1.075695,1.014596,0.9856422,0.9624626,0.997138,0.8553546,0.8984911,0.8304909,0.8614016,0.796657,0.7400897,0.7239431,0.6541545,0.668398,0.6418401,0.7025256,0.6253296,0.6658395,blown,aerophone,aero_free-reed,Accordian
1.771543,-0.8932108,1.221547,-0.888710791,1.224258758,0.006410725,188,385.062,330.7732,909.7778,388.5539,-0.9978595,0.0254245,-0.03045326,35.97022,0.1713932,-0.02480273,0.7084501,0.95654,0.771309,0.9419959,0.8508516,0.9505609,0.7485122,0.8384175,0.7893216,0.7449146,0.8116838,0.7221216,0.7718497,0.6344927,0.7073585,0.6494006,0.6255033,0.6275462,blown,aerophone,aero_single-reed,B-flatclarinet
0.8145538,-2.642822,2.892076,-2.63830749,2.8919222,0.006145121,152,209.048,194.5332,261.0901,535.9503,-0.9979954,0.05781699,-0.02787579,35.97202,0.1718312,-0.6963192,1.064316,0.9194925,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,struck_Hrm,chordophone,chrd_simple,Piano
1.67324,-0.7106051,0.655594,-0.708210603,0.660265755,-0.001465498,126,347.2089,230.7537,522.1802,386.3087,-0.9992183,0.02964484,-0.02893713,34.88406,0.1716557,0.3658826,1.105801,0.9475744,1.002756,0.9768289,0.910024,0.9374461,0.9321776,0.8628091,0.8461728,0.6845451,0.6730585,0.6447076,?,?,?,?,?,?,blown,aerophone,aero_single-reed,TenorSaxophone
1.012393,-0.3589786,0.7180773,-0.360181887,0.71829106,-0.003455526,254,437.0074,230.5074,522.1802,345.5789,-0.9991592,0.017708,-0.02984286,35.31509,0.1715005,0.09856132,1.035505,1.036444,1.05191,0.9815147,0.9283815,0.8625962,0.8672853,0.7925652,0.766592,0.7109897,0.8570601,0.6022445,?,0.5814313,0.8249998,?,?,0.7041098,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.390276,0.1881481,1.083193,0.18339656,1.083528084,-0.004161123,290,693.2389,382.301,1044.36,370.0289,-0.9995982,0.01824265,-0.02986132,34.35075,0.1714973,-0.2319108,1.040653,0.8973881,1.083966,1.059689,1.058481,0.9268328,1.068424,0.9044211,0.9117571,0.8981522,1.040442,0.8498602,0.8398651,0.7707642,0.9442867,?,0.751096,0.8237396,blown,aerophone,aero_lip-vibrated,CTrumpet
0.966139,-1.812504,1.196364,-1.808728551,1.191409416,-0.004186936,89,178.8631,134.3103,261.0901,494.1673,-0.9994426,0.01654323,-0.03051739,34.74812,0.1713818,-0.6691447,?,0.9682854,?,?,0.8999407,?,?,?,?,?,?,1.227691,?,?,?,?,?,?,struck_Hrm,chordophone,chrd_simple,Piano
0.9998207,-0.3521066,1.02348,-0.351581118,1.02207976,-0.003075262,225,480.5753,261.9408,654.071,356.6178,-0.9991194,0.02740189,-0.02746859,35.55257,0.1718968,0.05500888,0.9192603,0.9462034,0.9809153,0.9927791,0.9354455,0.8111859,0.7969948,0.8059824,0.7546072,0.7555443,0.5830422,0.6580527,0.7267704,0.56182,0.5584684,0.63206,0.5633817,?,blown,aerophone,aero_double-reed,Oboe
1.693705,-0.8114367,0.7099378,-0.813343671,0.706047827,0.009253312,126,327.8489,222.1615,519.4885,385.2126,-0.9993704,0.02741864,-0.02968307,34.60286,0.1715283,0.3270321,1.066833,0.9202346,0.9696413,0.9573981,0.8885217,0.9322609,0.9324764,0.8618296,0.8236647,0.7749398,0.7348645,0.6684214,0.6778879,0.677586,0.6981416,0.6934379,0.7046052,0.6979249,blown,aerophone,aero_single-reed,TenorSaxophone
1.536829,-1.236462,0.9328016,-1.234574156,0.936766405,0.004307923,190,266.2685,222.6753,382.2144,365.9427,-0.9992123,0.0284835,-0.02916591,35.43972,0.171617,-0.2523927,1.050009,1.032765,1.044629,0.9439184,0.9400446,0.900932,0.7870227,0.8291342,0.8237183,0.8226287,0.7765241,0.837276,0.7501087,0.7340226,0.7060162,0.6616052,?,?,blown,aerophone,aero_lip-vibrated,CTrumpet
1.810818,-1.75357,0.4562937,-1.754164273,0.460696111,-0.004108458,64,158.0546,73.6878,131.8909,486.5713,-0.9963589,0.07124308,-0.02481801,36.9161,0.1722994,-0.3420211,0.905027,0.8864822,0.7350589,0.6772732,?,?,?,?,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.391502,-0.5212973,1.395834,-0.517665656,1.398208334,0.007375715,208,508.9809,406.6891,915.1611,347.9654,-0.9994581,0.02200499,-0.02903023,34.36573,0.17164,-0.2910995,1.038556,0.9057674,1.044668,1.061599,1.057145,0.9448154,0.9604153,0.9206526,0.9163953,0.9069336,0.9104827,0.8907167,0.8780651,0.7810408,0.8506665,0.7472515,0.80025,0.8131672,blown,aerophone,aero_lip-vibrated,CTrumpet
1.071612,-0.723852,1.27257,-0.721522939,1.267642516,0.006535461,227,457.833,491.8558,780.5786,226.7277,-0.9975542,0.04001281,-0.03063193,37.75522,0.1713614,-0.2762819,1.08784,1.016859,1.013363,0.9662294,0.9937089,0.8555914,0.8216434,0.8258767,0.8612048,0.6951611,0.7261852,0.7509137,0.7012213,0.7581635,0.6434783,0.5397191,0.6838946,0.7163967,blown,aerophone,aero_free-reed,Accordian
1.512944,-0.8874018,1.223939,-0.892197624,1.227329657,0.001630268,226,396.3099,373.7597,907.0862,354.2493,-0.9992669,0.02707449,-0.03015371,35.35851,0.1714462,0.05435766,0.9307552,0.9201862,0.8978069,0.9028449,0.8340838,0.9042412,0.8239827,0.833781,0.6923138,0.8176365,0.6976667,0.6819727,0.6997688,0.6853006,0.760417,0.615751,0.6344105,0.6505509,blown,aerophone,aero_single-reed,B-flatclarinet
1.850129,-0.9534765,1.19563,-0.951857273,1.197996305,-0.005437138,189,368.5725,324.0854,909.7778,387.6858,-0.9982372,0.01984066,-0.0312424,35.25845,0.1712511,-0.02618124,0.7136551,0.9542072,0.7731553,0.9356658,0.8477517,0.9473532,0.7511787,0.8315238,0.7887971,0.7305004,0.7945378,0.7143428,0.7757252,0.6696406,0.6781493,0.6362081,0.6466872,0.6353656,blown,aerophone,aero_single-reed,B-flatclarinet
1.22923,-0.1528118,0.8532555,-0.148917074,0.854287165,0.005423995,167,534.1893,340.8167,654.071,344.2782,-0.9993305,0.01849977,-0.02964182,35.32041,0.1715354,-0.2018804,0.9658553,1.047841,1.028995,0.9838391,0.9080041,0.9328464,0.9333332,0.9583576,0.9467923,0.938111,0.9087734,0.9002536,0.8838473,0.8278196,0.7930281,0.766745,0.7543974,0.7088013,blown,aerophone,aero_single-reed,TenorSaxophone
1.549887,-0.8144084,1.118821,-0.817364312,1.122035056,-0.002777243,187,373.0487,288.4001,780.5786,387.0419,-0.9989315,0.02640737,-0.02904271,35.90293,0.1716378,-0.2534505,1.052126,1.042136,1.075021,0.9691167,0.982033,0.8774821,1.00483,0.8638439,0.871989,0.8342945,0.9086622,0.8795055,0.8966414,0.811855,0.7875723,0.7431239,0.7174228,0.7196927,blown,aerophone,aero_lip-vibrated,CTrumpet
1.810818,-0.9599065,0.7341449,-0.956361285,0.738577649,0.001157956,126,290.8842,145.2855,392.981,369.0865,-0.9950153,0.01743798,-0.03243503,37.81974,0.1710292,-0.3420211,0.9965189,0.993226,0.8966212,0.8823376,0.8275152,0.7723056,0.6515966,0.5286828,?,?,?,?,?,?,?,?,?,?,string,chordophone,chrd_composite,ElectricGuitar
1.693705,-0.8322154,0.7210909,-0.833036906,0.717509281,-0.001611491,126,324.5741,222.7419,519.4885,386.7674,-0.9994001,0.02774447,-0.02885155,34.5848,0.1716701,0.3270321,1.060648,0.9158753,0.963693,0.9511142,0.8842909,0.9266146,0.9261935,0.8555965,0.8162895,0.7682307,0.7373488,0.6598032,0.6681633,0.6784784,0.686662,0.6808036,0.6940759,0.6816802,blown,aerophone,aero_single-reed,TenorSaxophone
1.512944,-0.3151943,1.17765,-0.310221861,1.18130392,0.002484183,300,538.5607,372.3477,915.1611,352.9242,-0.9991198,0.0267859,-0.02812774,35.69007,0.1717902,0.05435766,0.9792953,0.9583917,0.930002,0.9418676,0.9347575,0.9752484,0.8781597,0.8409376,0.7964476,0.8362125,0.8295895,0.7865644,0.7746628,?,0.7684206,0.615851,0.6812685,0.6369036,blown,aerophone,aero_single-reed,B-flatclarinet
0.79522,-2.441024,0.8823586,-2.445248333,0.884547216,-0.001505821,60,107.1737,64.14582,131.8909,380.2771,-0.989666,0.02623472,-0.03306224,39.24508,0.1709091,-0.6961724,0.9861519,0.8919721,0.9166733,0.8219001,0.8087281,0.7249912,0.7982313,0.6887792,0.7083785,0.5675097,0.7237683,0.6374368,0.6585027,?,?,?,?,?,struck_Hrm,chordophone,chrd_simple,Piano
1.526102,-0.9801821,1.238545,-0.975887241,1.237327507,-0.000114034,226,362.9798,329.3431,785.9619,368.319,-0.9992129,0.02805494,-0.03022233,35.35228,0.1714341,-0.3124043,1.040436,1.025766,0.9764566,0.917847,0.9471647,0.876792,0.993072,0.7278386,0.9328387,0.7270035,0.9836672,0.7267247,0.9368675,0.7138089,0.9105302,0.6872592,0.8805218,0.8801958,blown,aerophone,aero_lip-vibrated,CTrumpet
1.225879,-0.4619841,0.852353,-0.460879911,0.850190197,-0.002488354,182,438.0808,314.3965,522.1802,333.8415,-0.9986841,0.0240328,-0.03145449,35.82499,0.1712123,-0.05541662,1.034854,1.027254,1.009278,0.9642009,0.9022388,0.9087205,0.9301046,0.9432654,0.9232071,0.9189646,0.8944687,0.8871315,0.8674638,0.8092768,0.7756212,0.7548743,0.7372559,0.6835499,blown,aerophone,aero_single-reed,TenorSaxophone
1.391502,-0.52662,1.382003,-0.528924857,1.386461484,0.006928961,244,502.0201,395.6523,912.4695,358.5763,-0.9991363,0.03373249,-0.02898481,35.05092,0.1716476,-0.2910995,1.035165,0.9072877,1.053873,1.053271,1.053862,0.9458376,0.9977846,0.9173748,0.9096427,0.9062811,0.9257866,0.881532,0.8886465,0.7965072,0.7897699,0.7477906,0.8121365,0.8379342,blown,aerophone,aero_lip-vibrated,CTrumpet
