@relation train

@attribute temporalCentroid numeric
@attribute LogSpecCentroid numeric
@attribute LogSpecSpread numeric
@attribute MFCC1 numeric
@attribute MFCC2 numeric
@attribute Energy numeric
@attribute ZeroCrossings numeric
@attribute SpecCentroid numeric
@attribute SpecSpread numeric
@attribute Rolloff numeric
@attribute bandsCoefSum numeric
@attribute prjmin numeric
@attribute prjmax numeric
@attribute prjsum numeric
@attribute prjdis numeric
@attribute prjstd numeric
@attribute LogAttackTime numeric
@attribute HamoPk1 numeric
@attribute HamoPk2 numeric
@attribute HamoPk3 numeric
@attribute HamoPk4 numeric
@attribute HamoPk5 numeric
@attribute HamoPk6 numeric
@attribute HamoPk7 numeric
@attribute HamoPk8 numeric
@attribute HamoPk9 numeric
@attribute HamoPk10 numeric
@attribute HamoPk11 numeric
@attribute HamoPk12 numeric
@attribute HamoPk13 numeric
@attribute HamoPk14 numeric
@attribute HamoPk15 numeric
@attribute HamoPk16 numeric
@attribute HamoPk17 numeric
@attribute HamoPk19 numeric
@attribute playmethod {blown,string,struck_Hrm}
@attribute class1 {aerophone,chordophone}
@attribute class2 {aero_side,aero_single-reed,chrd_composite,aero_lip-vibrated,chrd_simple,aero_double-reed,aero_free-reed}
@attribute label {Cello,CTrumpet,B-flatclarinet,Piano,TenorTrombone,DoubleBass,Violin,Accordian,Oboe,TenorSaxophone,DTrumpet,Viola}

@data
1.390276,-0.013184,1.202688,-0.018003,1.197805,0.005358,248,606.4937,311.0077,912.4695,397.1068,-0.999466,0.027669,-0.029183,34.43971,0.171614,-0.231911,1.05663,0.906128,1.003537,1.065229,1.062147,0.953191,1.077944,0.94977,0.874056,0.871688,1.04391,0.847604,0.852636,0.797665,0.959019,0.777306,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.906808,-1.029965,1.172998,-1.028239,1.175333,0.009593,188,348.1311,313.0741,780.5786,406.6431,-0.998855,0.012842,-0.030678,35.03067,0.171353,-0.022712,0.724593,0.950073,0.778856,0.928242,0.844532,0.939091,0.734896,0.823618,0.766158,0.724196,0.763101,0.710142,0.774131,0.664923,0.676783,0.623507,0.64565,0.623009,blown,aerophone,aero_single-reed,B-flatclarinet
1.239341,-0.396502,1.332862,-0.400599,1.332056,-0.00598,283,566.5761,532.5715,785.9619,239.6388,-0.997557,0.058553,-0.025433,36.76541,0.17221,-0.161794,1.072548,1.015518,1.005546,0.964145,0.962743,0.859435,0.915718,0.820732,0.806794,0.783516,0.713807,0.753157,0.712541,0.687133,0.690341,0.704854,0.716715,0.631463,string,chordophone,chrd_composite,DoubleBass
0.820262,-2.426178,0.649788,-2.422497,0.653984,0.004376,64,102.4633,52.80245,129.1992,419.2281,-0.994751,0.007008,-0.035659,37.96777,0.170386,-0.696319,0.992225,0.867953,0.879076,0.748807,0.77148,0.716058,0.775026,0.664375,0.742321,0.596959,0.702124,0.802892,0.62124,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
0.978184,-0.908902,1.107352,-0.908308,1.103365,-0.001645,229,365.99,325.9698,651.3794,309.5991,-0.998487,0.041446,-0.030224,36.13375,0.171434,-0.071555,0.951986,0.952804,0.907551,0.902983,0.871167,0.827573,0.827816,0.843191,0.636475,0.716183,0.790497,0.719503,0.758774,0.69878,0.70846,0.643247,0.615326,0.632387,string,chordophone,chrd_composite,Violin
1.391502,-0.454019,1.426553,-0.455436,1.425001,-0.001316,249,539.3889,428.7578,917.8528,348.2906,-0.998679,0.032248,-0.028716,35.91447,0.171693,-0.2911,1.041609,0.903429,1.06068,1.064365,1.0605,0.946506,0.86307,0.922566,0.917676,0.91082,0.931181,0.891885,0.886212,0.772469,0.907181,0.7431,0.782655,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.771543,-0.649176,1.26125,-0.644533,1.265869,-0.009027,298,458.9761,385.4095,915.1611,359.6109,-0.99901,0.033844,-0.029693,35.77529,0.171526,-0.024803,0.918784,0.959224,0.903325,0.911819,0.875326,0.916891,0.83465,0.864368,0.801216,0.7915,0.799213,0.769061,0.722044,0.657131,0.720081,0.619737,0.561561,0.670037,blown,aerophone,aero_single-reed,B-flatclarinet
1.001197,-0.2865,0.690809,-0.281653,0.692416,0.000485,236,455.5093,228.1213,522.1802,378.73,-0.999615,0.017351,-0.029117,34.20846,0.171625,0.079501,1.036124,1.036442,1.067211,0.980652,0.923582,0.857468,0.891793,0.793022,0.751187,0.704849,0.860337,0.618397,0.675775,0.595108,0.762851,0.591991,0.679899,0.692721,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.850129,-1.091042,1.157177,-1.088281,1.160148,0.001278,197,338.7225,332.269,780.5786,356.4013,-0.999151,0.015582,-0.030728,35.7185,0.171344,-0.026181,0.910041,0.922332,0.854806,0.911591,0.886468,0.903058,0.804597,0.828006,0.764351,0.766528,0.801052,0.727229,0.691636,0.643428,0.683026,0.657738,0.582684,0.644178,blown,aerophone,aero_single-reed,B-flatclarinet
1.394951,-0.127649,1.250499,-0.130235,1.250465,-0.00591,239,581.0148,325.7765,912.4695,394.98,-0.999577,0.009499,-0.030431,34.25077,0.171397,-0.240255,1.04076,0.914264,1.068477,1.058021,1.046817,0.930482,0.998923,0.916378,0.876618,0.867494,0.988366,0.837206,0.841054,0.76647,0.901641,0.724365,0.772519,0.735214,blown,aerophone,aero_lip-vibrated,CTrumpet
1.299325,-0.18093,0.86573,-0.176651,0.870615,-0.0026,347,518.2181,288.4038,783.2703,366.3111,-0.998009,0.058069,-0.028685,35.8158,0.171698,0.098797,1.018962,1.035656,1.026235,0.978996,0.997625,0.858219,1.010376,0.769188,0.908924,0.669674,0.833156,0.621329,0.743231,0.595108,0.797079,0.583729,0.729039,0.764335,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.906808,-1.23947,1.094029,-1.23628,1.094752,-0.008275,141,299.8214,301.2714,654.071,385.7873,-0.999667,0.011861,-0.031003,34.45808,0.171295,-0.022712,0.849543,0.927578,0.810017,0.882389,0.790934,0.874484,0.71014,0.77676,0.655906,0.734879,0.635522,0.702935,0.59626,0.60517,0.685528,0.623507,0.608333,0.573547,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.130809,1.109205,-1.127573,1.105461,-0.009015,181,317.1318,310.2889,651.3794,347.0628,-0.998796,0.029907,-0.032634,35.70082,0.170991,-0.252393,1.056045,1.027605,1.011288,0.930673,0.976853,0.89543,0.954033,0.735123,0.926905,0.797461,0.950565,0.699912,0.903959,0.631993,0.890267,0.631437,0.843659,0.832908,blown,aerophone,aero_lip-vibrated,CTrumpet
1.300985,-0.482287,1.25999,-0.484988,1.258103,-0.001144,263,518.3192,490.3212,783.2703,252.1148,-0.996941,0.063942,-0.029296,37.78578,0.171595,-0.122699,1.0828,1.013854,0.938431,0.95607,1.033649,0.843311,0.89745,0.758428,0.923627,0.690307,0.804065,0.733743,0.753431,0.671871,0.693157,0.634589,0.706632,0.638492,string,chordophone,chrd_composite,DoubleBass
0.993701,-0.689592,1.359668,-0.687886,1.356028,-0.000496,183,489.9251,520.8323,783.2703,227.7021,-0.998553,0.025141,-0.029972,36.41666,0.171478,-0.334808,1.086843,1.015351,1.00543,0.960572,0.932054,0.854098,0.902902,0.813793,0.702877,0.741629,0.70865,0.721307,0.69609,0.620341,0.703092,0.68323,0.672007,0.593001,blown,aerophone,aero_free-reed,Accordian
1.121035,-1.0454,0.761161,-1.04577,0.760732,-0.00744,126,278.4052,153.3782,392.981,352.5229,-0.996722,0.015218,-0.031324,36.38684,0.171236,-0.580055,0.986567,0.982375,0.889097,0.879072,0.82431,0.778204,0.660935,0.528209,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.519636,0.117965,1.201822,0.121367,1.198562,-0.001513,241,642.3933,286.3807,912.4695,458.3829,-0.990529,0.09609,-0.028949,39.48698,0.171654,-0.237643,1.05727,1.095694,1.116602,1.025175,1.085574,1.027397,0.978504,0.940963,0.929314,0.908634,0.803357,0.747891,0.84589,0.755617,0.836644,0.724365,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
0.814554,-2.143997,2.628839,-2.144088,2.632053,-0.000165,128,234.3576,174.0898,261.0901,532.5203,-0.998267,0.052761,-0.027216,35.56322,0.171937,-0.696319,1.117972,0.955346,0.858966,0.809995,0.806841,0.716058,0.681332,0.664375,0.705223,0.596959,0.723404,0.802892,0.661376,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
0.978184,-1.192296,0.993203,-1.194195,0.990832,0.000705,182,289.6352,265.4439,519.4885,344.8721,-0.99943,0.018718,-0.030332,34.89917,0.171415,-0.071555,0.942741,0.949229,0.891675,0.910972,0.918576,0.840535,0.834536,0.865188,0.65491,0.773638,0.823375,0.703777,0.766342,0.764477,0.683794,0.618993,0.642502,0.665266,string,chordophone,chrd_composite,Violin
1.071612,-0.75153,1.280898,-0.75485,1.280084,-0.001132,220,453.5574,495.3743,780.5786,226.192,-0.997863,0.033963,-0.031093,37.20268,0.171278,-0.276282,1.087195,1.017565,1.015069,0.965434,0.987205,0.865506,0.830253,0.838686,0.881341,0.808856,0.787898,0.766663,0.650305,0.714969,0.585826,0.651181,0.635067,0.657376,string,chordophone,chrd_composite,DoubleBass
1.535154,-0.386329,1.344737,-0.385482,1.342099,-0.002911,240,540.6392,407.7658,915.1611,353.6529,-0.999052,0.023883,-0.030425,35.20725,0.171398,-0.298967,1.036103,0.904457,1.05395,1.059189,1.057222,0.938867,0.991705,0.919305,0.912582,0.903292,0.9381,0.892887,0.88213,0.775426,0.854612,0.732732,0.787456,0.82223,blown,aerophone,aero_lip-vibrated,CTrumpet
1.391502,-0.393706,1.380584,-0.391123,1.381118,0.004172,220,541.6523,404.3332,915.1611,350.1458,-0.99904,0.030301,-0.028331,34.73012,0.171757,-0.2911,1.036743,0.904707,1.018424,1.059819,1.058252,0.942635,0.983666,0.920129,0.913354,0.909558,0.907973,0.88829,0.881893,0.772096,0.869079,0.736544,0.766708,0.794893,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,0.049304,1.167018,0.049487,1.16589,-0.001779,229,645.7698,364.2827,920.5444,374.7057,-0.998799,0.036607,-0.027748,35.85071,0.171852,-0.240255,1.087819,0.971313,1.029526,1.127706,1.040972,0.917541,1.017221,0.866209,0.88741,0.918672,0.956361,0.754581,0.901908,0.755617,0.932742,0.819793,0.804382,0.77343,blown,aerophone,aero_lip-vibrated,CTrumpet
0.993458,-0.736388,1.267999,-0.731736,1.266204,0.006149,222,453.5304,490.7612,780.5786,224.8345,-0.998211,0.02162,-0.031837,36.63545,0.171142,-0.334808,1.102161,1.016702,1.025769,0.949622,1.012105,0.822509,0.869757,0.746783,0.861077,0.75504,0.80431,0.719178,0.740501,0.695778,0.711322,0.697007,0.761978,0.657972,blown,aerophone,aero_free-reed,Accordian
1.810818,-1.007899,0.745335,-1.006221,0.74559,0.004053,126,282.4627,143.5525,392.981,374.0343,-0.9947,0.022447,-0.032846,37.93885,0.170951,-0.342021,0.992026,0.988225,0.891405,0.874899,0.820445,0.7624,0.642538,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.032484,-0.102586,0.828894,-0.09893,0.826339,-0.006078,293,524.3374,200.3825,651.3794,414.1576,-0.998602,0.026816,-0.02985,36.24409,0.171499,0.08522,0.908286,0.997814,1.022034,1.042709,0.961104,0.824154,0.7679,0.835154,0.849487,0.820662,0.783738,0.695181,0.62886,0.606297,0.638932,0.607388,0.641898,0.617523,blown,aerophone,aero_double-reed,Oboe
1.535154,-0.702769,1.337623,-0.698471,1.336021,-0.000946,251,433.2568,331.1957,783.2703,381.5883,-0.999157,0.032545,-0.028336,34.87856,0.171756,-0.298967,1.044939,0.891546,1.077503,1.055583,1.067094,0.9708,1.015936,0.977457,0.90329,0.886906,0.972717,0.868588,0.899525,0.803548,0.905153,0.783309,0.810893,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.67324,-0.894985,0.663701,-0.891877,0.668241,-0.005974,128,302.2011,182.1366,384.906,416.6451,-0.994622,0.026057,-0.033853,38.80164,0.170754,0.365883,1.056352,0.934611,0.904237,0.92102,0.825803,0.830471,0.824198,0.755474,0.718226,0.809823,0.785469,0.760528,0.749453,0.732846,0.71738,0.696743,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
0.820262,-2.518688,1.139543,-2.521171,1.139607,0.002376,66,108.4208,71.50887,131.8909,386.6877,-0.988278,0.033855,-0.031468,39.90334,0.17121,-0.696319,0.982892,0.891296,0.926071,0.826668,0.835318,0.73339,0.798361,0.70324,0.739537,0.586248,0.741092,0.664088,0.675355,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
1.549887,-1.125188,1.09377,-1.128266,1.097708,0.000712,169,307.5256,270.1039,522.1802,382.2946,-0.999551,0.020961,-0.028762,34.59784,0.171685,-0.253451,1.05768,1.036757,1.042119,0.949734,0.962182,0.914728,0.921898,0.870849,0.86934,0.861356,0.895418,0.907303,0.866628,0.848338,0.804594,0.791192,0.750431,0.710156,blown,aerophone,aero_lip-vibrated,CTrumpet
1.526726,-0.549277,1.389735,-0.548272,1.386351,0.005475,243,502.7193,413.5363,915.1611,346.5502,-0.998263,0.026983,-0.031271,36.40078,0.171246,-0.242212,1.043518,0.898915,1.061824,1.067398,1.065592,0.954212,0.972147,0.931554,0.920121,0.918528,0.976163,0.898047,0.907569,0.778409,0.853956,0.769293,0.808738,0.851286,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.947597,1.135318,-0.950218,1.131484,-0.002809,153,350.3879,293.405,777.887,383.6557,-0.999451,0.017524,-0.028777,34.83713,0.171682,-0.231911,1.063509,1.035122,1.039248,0.941464,0.959781,0.894279,0.930386,0.808161,0.740076,0.804764,0.778167,0.816413,0.800224,0.65738,0.718572,0.724365,0.662612,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
0.975964,-1.194513,1.082002,-1.195237,1.078833,-0.003877,199,307.6344,311.0424,651.3794,310.2518,-0.998913,0.042642,-0.028828,35.03319,0.171674,-0.071555,0.924169,0.923011,0.876097,0.884054,0.854492,0.703693,0.85611,0.810057,0.598748,0.693042,0.758561,0.693224,0.730579,0.672431,0.674568,0.618389,0.552421,0.59407,string,chordophone,chrd_composite,Violin
1.25619,-0.290362,1.246107,-0.29111,1.245126,0.000718,255,587.3734,546.5849,912.4695,270.9355,-0.997286,0.048365,-0.025605,38.13545,0.172184,-0.157229,1.040197,1.016825,1.046391,0.947891,1.016364,0.841913,0.878519,0.79225,0.790817,0.777678,0.858311,0.762294,0.712214,0.641153,0.597595,0.649426,0.677483,0.575066,string,chordophone,chrd_composite,DoubleBass
1.633609,-1.381001,0.74084,-1.376639,0.736617,-0.002921,85,225.9687,179.9808,261.0901,375.7828,-0.999486,0.018279,-0.030021,34.85109,0.171469,0.092157,0.987104,0.858574,0.880522,0.876725,0.810011,0.856088,0.858092,0.787969,0.729586,0.732599,0.724244,0.683066,0.655263,0.678067,0.673792,0.632348,0.626554,0.626119,blown,aerophone,aero_single-reed,TenorSaxophone
0.786984,-2.728367,2.855171,-2.733246,2.850261,0.000109,75,196.3633,202.1057,261.0901,542.7604,-0.997041,0.07256,-0.027432,36.39101,0.171903,-0.669283,1.027781,0.922164,0.824904,0.810156,0.806841,0.716058,0.681332,0.664375,0.705223,0.596959,0.723404,0.802892,0.661376,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
1.041239,-0.666662,0.747842,-0.666028,0.744784,-0.004913,193,357.8342,189.6995,516.7969,399.9429,-0.999295,0.023572,-0.030154,34.85855,0.171446,0.218611,1.018947,1.013139,0.978216,0.927643,0.851704,0.777578,0.911971,0.645784,0.858727,0.694683,0.782941,0.621329,0.669961,0.595108,0.665134,0.591991,0.682437,0.703993,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.46164,-1.246398,1.095326,-1.244685,1.098237,-0.000821,153,302.254,321.088,651.3794,341.6441,-0.999346,0.007965,-0.032612,35.09611,0.170996,-0.023366,0.906581,0.917774,0.878565,0.874924,0.83036,0.882965,0.792242,0.816246,0.680458,0.799319,0.69313,0.648863,0.678234,0.673441,0.74712,0.608367,0.618375,0.641424,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.218647,0.921088,-1.215712,0.916163,0.001381,166,267.4453,216.8422,328.3813,363.2264,-0.99926,0.02339,-0.028906,35.18981,0.171661,-0.252393,1.054321,1.034483,1.050657,0.942464,0.807278,0.902996,0.931353,0.838896,0.865028,0.827167,0.770836,0.842957,0.794464,0.754692,0.697358,0.657252,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.633609,-1.332536,0.746729,-1.328671,0.742766,-0.002255,63,234.0612,183.082,261.0901,367.9397,-0.999278,0.028566,-0.030224,34.83395,0.171434,0.092157,0.989585,0.843858,0.893661,0.873016,0.811903,0.840033,0.835636,0.775082,0.762211,0.629065,0.633768,0.622336,0.58291,0.542166,0.577792,0.546302,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
1.394951,0.13895,1.136245,0.140817,1.13408,-0.000732,296,677.7072,377.7701,1041.669,370.5186,-0.999269,0.024597,-0.029325,34.97019,0.17159,-0.240255,1.035834,0.910856,1.050154,1.057551,1.037684,0.902943,1.041889,0.883381,0.901447,0.847428,1.041828,0.837667,0.754825,0.748394,0.983906,0.724365,0.738024,0.804738,blown,aerophone,aero_lip-vibrated,CTrumpet
1.067843,-1.391863,0.682955,-1.390618,0.685467,-0.002451,126,215.1729,115.8542,390.2893,418.9852,-0.998704,0.045303,-0.029787,35.0138,0.17151,-0.414578,0.961232,0.949479,0.840277,0.811139,0.746264,0.661912,0.551905,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.035114,-0.443145,0.772342,-0.441487,0.767353,-0.000653,301,418.2692,212.29,645.9961,383.9112,-0.999649,0.02026,-0.030349,33.87367,0.171412,0.218593,1.025024,1.035753,1.015214,0.979204,0.947673,0.860978,0.955123,0.785522,0.845113,0.693444,0.778232,0.59461,0.683948,0.595108,0.743885,0.591991,0.674584,0.712418,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.295816,-0.168989,1.091078,-0.1661,1.09138,0.007771,282,585.7598,491.8134,783.2703,252.2664,-0.99628,0.070603,-0.029283,38.29092,0.171597,-0.00766,1.029794,1.018782,1.033357,0.952464,1.030898,0.848466,0.911798,0.816023,0.887393,0.759,0.865271,0.727644,0.775571,0.694291,0.663255,0.610952,0.743501,0.561094,string,chordophone,chrd_composite,DoubleBass
1.67324,-0.709849,0.630011,-0.709275,0.62577,-0.003138,125,344.3052,221.431,519.4885,390.1258,-0.999315,0.028141,-0.028973,34.76247,0.17165,0.365883,1.119982,0.966947,1.014962,1.004794,0.929548,0.977769,0.977255,0.901716,0.866743,0.80934,0.766575,0.682967,0.713001,0.706497,0.729185,0.725921,0.734963,0.725483,blown,aerophone,aero_single-reed,TenorSaxophone
1.63466,-1.001969,0.744327,-1.006086,0.745896,0.00314,188,291.8793,212.14,263.7817,387.3759,-0.999267,0.024865,-0.028522,35.00946,0.171725,-0.092464,1.030752,0.878621,0.934829,0.901387,0.841608,0.883826,0.879318,0.795917,0.744442,0.739843,0.707973,0.644748,0.591363,0.617582,0.607606,0.696743,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
0.999821,-0.399056,1.039849,-0.399624,1.035744,0.000584,252,471.9571,280.8178,651.3794,333.3818,-0.996444,0.011124,-0.033858,37.3441,0.170753,0.055009,0.957203,0.957112,0.971487,1.010562,0.953632,0.861133,0.838322,0.797712,0.847191,0.807298,0.682318,0.734686,0.782604,0.660012,0.593234,0.674152,0.616412,0.652957,blown,aerophone,aero_double-reed,Oboe
1.391502,-0.846751,1.382272,-0.850855,1.380556,-0.004084,158,404.6118,328.8368,783.2703,379.813,-0.99956,0.015753,-0.030525,34.23894,0.17138,-0.2911,1.049152,0.911457,1.025264,1.056378,1.056296,0.955399,0.993124,0.954224,0.886731,0.889054,0.909778,0.876775,0.872853,0.772198,0.831523,0.681383,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073628,-1.321093,0.705068,-1.321829,0.702362,-0.003286,126,227.1462,122.6478,390.2893,403.7094,-0.997193,0.033204,-0.0295,36.64646,0.17156,-0.476059,0.967265,0.95697,0.853237,0.825372,0.768464,0.684619,0.564834,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
0.998665,-0.181799,0.647814,-0.178755,0.650183,0.003872,251,483.9139,230.7343,522.1802,368.7227,-0.99976,0.006874,-0.030852,33.82686,0.171322,0.079501,1.034949,1.032439,1.084187,0.975397,0.917871,0.854938,0.918518,0.788464,0.75032,0.703488,0.843834,0.625756,0.675775,0.595108,0.684934,0.591991,0.679899,0.692721,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.045776,0.013638,0.59781,0.014599,0.598449,-0.004603,289,547.6943,235.3379,651.3794,350.2294,-0.996415,0.034605,-0.033778,37.86106,0.170769,0.204729,1.00753,0.897089,0.888302,0.796055,0.649558,0.708276,0.608609,0.611539,0.636699,0.620054,0.645146,0.717376,0.692589,0.63577,0.643057,0.624867,0.641898,0.617523,blown,aerophone,aero_double-reed,Oboe
1.396315,-0.012942,0.988311,-0.01602,0.992942,0.000947,200,629.3205,468.2153,1300.067,362.4452,-0.997724,0.057736,-0.026485,36.65101,0.172051,-0.095031,1.007665,1.059184,1.008276,1.002487,0.893234,0.929303,0.905559,0.984559,0.963422,0.974956,0.954852,0.948576,0.949001,0.894788,0.86532,0.820142,0.777559,0.753893,blown,aerophone,aero_single-reed,TenorSaxophone
