temporalCentroid,LogSpecCentroid,LogSpecSpread,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Energy,ZeroCrossings,SpecCentroid,SpecSpread,Rolloff,Flux,bandsCoef1,bandsCoef2,bandsCoef3,bandsCoef4,bandsCoef5,bandsCoef6,bandsCoef7,bandsCoef8,bandsCoef9,bandsCoef10,bandsCoef11,bandsCoef12,bandsCoef13,bandsCoef14,bandsCoef15,bandsCoef16,bandsCoef17,bandsCoef18,bandsCoef19,bandsCoef20,bandsCoef21,bandsCoef22,bandsCoef23,bandsCoef24,bandsCoef25,bandsCoef26,bandsCoef27,bandsCoef28,bandsCoef29,bandsCoef30,bandsCoef31,bandsCoef32,bandsCoef33,bandsCoefSum,prj1,prj2,prj3,prj4,prj5,prj6,prj7,prj8,prj9,prj10,prj11,prj12,prj13,prj14,prj15,prj16,prj17,prj18,prj19,prj20,prj21,prj22,prj23,prj24,prj25,prj26,prj27,prj28,prj29,prj30,prj31,prj32,prj33,prjmin,prjmax,prjsum,prjdis,prjstd,LogAttackTime,HamoPk1,HamoPk2,HamoPk3,HamoPk4,HamoPk5,HamoPk6,HamoPk7,HamoPk8,HamoPk9,HamoPk10,HamoPk11,HamoPk12,HamoPk13,HamoPk14,HamoPk15,HamoPk16,HamoPk17,HamoPk18,HamoPk19,HamoPk20,HamoPk21,HamoPk22,HamoPk23,HamoPk24,HamoPk25,HamoPk26,HamoPk27,HamoPk28,mix1_instrument,mix2_instrument
1.067843,-1.400658,0.6799763,-1.405271255,0.675440808,-0.000808721,0.003837335,0.002604072,0.004118419,0.000357893,-0.00364845,-0.001723489,-0.002370848,0.000492432,0.00048383,0.003316962,0.000400771,125,213.7232,115.3276,390.2893,4.22E-09,-0.1738403,-0.1,-0.1844956,-0.1848958,-0.1892106,-0.1803989,-0.1658863,-0.1432234,-0.06533646,-0.1643904,-0.1729298,-0.1618138,-0.07617805,-0.1618516,-0.07794459,-0.1654199,-0.107781,-0.1131224,-0.1275809,-0.1434707,-0.1575058,-0.188722,-0.1984454,-0.198655,-0.2061111,-0.2072415,-0.2088388,-0.2105052,-0.2116263,-0.2129189,-0.2128514,-0.2140123,-0.2068312,415.7378,-0.9984624,0.04883198,-0.01651074,0.00445252,-0.01045611,-0.004483095,0.003358955,0.002304429,0.003415952,0.01163779,0.002351424,0.001360123,0.000242864,-0.002076387,-0.00250467,0.003541743,0.004039924,0.003304447,0.00488155,0.00039463,-0.004215848,-0.000287833,0.000284002,0.001071562,-0.001121752,-0.000421685,0.000211496,0.00052447,-0.00028126,-3.02E-06,0.000143373,0.000259838,-2.96E-05,-0.9984624,0.04883198,-0.02861337,35.69451,0.1717099,-0.4145776,0.960559,0.9488585,0.839638,0.8106322,0.7444869,0.6573353,0.5619416,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.810818,-1.439359,0.6652797,-1.439360441,0.66108579,0.002999874,-0.003129188,0.004801777,-0.001646286,0.002592223,0.003706279,-0.000148194,-0.004349891,-0.003938103,-0.000418215,0.001718677,0.001041056,126,207.3173,111.4217,387.5977,2.44E-09,-0.1644095,-0.1,-0.1837311,-0.177217,-0.1763223,-0.1701705,-0.1634254,-0.1371151,-0.06431217,-0.157405,-0.1657532,-0.1618718,-0.07561217,-0.1651022,-0.07755017,-0.17275,-0.1066286,-0.1123064,-0.1268827,-0.1429495,-0.1567864,-0.1888149,-0.2025842,-0.2011467,-0.2132223,-0.2144929,-0.2160722,-0.2163762,-0.2175344,-0.2162509,-0.2154007,-0.2140297,-0.208734,436.2093,-0.9989067,0.01218938,-0.03818444,-0.01960055,-0.001547428,-0.01078832,-0.005043136,-0.000499022,0.004642238,-0.002082275,-0.001289881,0.00137481,0.001709596,-0.001052236,-0.001486175,-0.001154221,-0.002550559,-0.000443367,0.000588153,-0.000352707,6.89E-05,0.000513033,-0.000206307,0.000876885,-0.001922149,-0.000528426,-0.000176412,0.000571587,0.000505788,-0.000162488,0.000353779,-0.000227167,0.000214774,-0.9989067,0.01218938,-0.03226046,34.96057,0.1710622,-0.3420211,0.9568162,0.9441307,0.8310668,0.7995268,0.7322101,0.6409212,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.121035,-1.22077,0.7314434,-1.216366762,0.730067341,-0.003148232,0.004638258,0.002329247,0.004216396,0.0043533,0.0021181,0.003253287,0.003542164,0.002994501,-0.003674242,0.002504523,-0.0028687,126,244.9128,132.5231,390.2893,3.72E-08,-0.1562939,-0.1,-0.18574,-0.1807001,-0.1781897,-0.1734842,-0.1661364,-0.1404003,-0.05863456,-0.1630883,-0.172284,-0.1636391,-0.06585279,-0.1638523,-0.06608923,-0.1669203,-0.09432849,-0.09874383,-0.1089446,-0.1209961,-0.1380665,-0.1672735,-0.1825614,-0.1731784,-0.209613,-0.2211921,-0.2213526,-0.2294853,-0.2302051,-0.2307121,-0.2320178,-0.2317673,-0.2251153,396.5346,-0.9987461,-0.004313132,-0.01644603,-0.04335944,0.003505918,-0.006375048,-0.01622936,-0.002148577,0.002603228,0.000603388,0.000927361,0.000303245,-0.00041902,0.000161078,0.000669463,0.000348375,0.00073075,-0.000530075,-0.000531076,-0.002256668,-0.00035361,-0.000266761,3.25E-05,-0.000284308,0.000175036,0.000541448,0.000542224,0.000263089,3E-05,-0.000364094,-0.000258693,0.000168141,3.73E-06,-0.9987461,0.003505918,-0.03276585,34.80793,0.1709662,-0.5800555,0.9743053,0.9673601,0.8689161,0.8433798,0.7942942,0.7242134,0.6145813,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.784271,0.4199443,-1.781993029,0.423755554,0.003536386,-0.000862454,0.000203133,0.002408758,-0.002547592,0.000285239,0.001079277,-0.001363409,0.002897195,-0.000976095,0.00128396,-0.000912751,63,153.3832,68.66379,131.8909,8.85E-12,-0.164377,-0.1,-0.183086,-0.178871,-0.178829,-0.1713888,-0.1653524,-0.1413074,-0.07733476,-0.1594911,-0.1683639,-0.1711748,-0.09991743,-0.1762353,-0.1026108,-0.1780468,-0.1352042,-0.1458922,-0.1655046,-0.1870709,-0.1899467,-0.1937985,-0.1946115,-0.1947031,-0.1944741,-0.1960548,-0.1952911,-0.1968429,-0.1955265,-0.1953315,-0.1949243,-0.1940685,-0.1872575,496.4085,-0.9955662,0.08680495,0.03193789,0.0132312,0.004048477,-0.001432117,0.007471601,-0.000832848,-0.001296999,0.002729606,-0.003119225,-0.001031509,-0.003883005,0.000292375,0.000639512,0.000981839,-0.00130009,0.00076353,-0.00087807,-0.000300237,0.000188867,0.000622255,0.000653688,0.000920442,0.000523442,0.000884812,-0.000475345,-0.000142676,0.000111238,2.47E-05,-0.000363006,-5.11E-06,-3.39E-06,-0.9955662,0.08680495,-0.02599392,36.76663,0.172126,-0.342086,0.8960798,0.8768678,0.7212727,0.6588401,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.404687,0.6783067,-1.40316473,0.683038975,0.00362342,0.003208203,0.001914234,-0.000167071,-0.000103877,0.003909412,-0.000409959,-0.001199215,0.000721422,0.001546736,0.002521396,0.002455722,125,213.0326,114.6591,390.2893,3.51E-09,-0.1696732,-0.1,-0.1848638,-0.1808107,-0.1805375,-0.1720629,-0.1658722,-0.1392417,-0.06423614,-0.1609206,-0.1702708,-0.1659423,-0.07495782,-0.1660885,-0.07671703,-0.1727287,-0.1060422,-0.1113467,-0.1256332,-0.141272,-0.1547495,-0.1869554,-0.1990675,-0.1990123,-0.2095646,-0.2104646,-0.2116418,-0.2130369,-0.2138746,-0.2150001,-0.2146381,-0.2155251,-0.2081687,424.2466,-0.9993243,0.005757935,-0.03216567,-0.01245366,-0.004547358,-0.005440518,-0.007289694,0.001240825,0.000228762,-0.001303267,0.000208954,-0.000728761,-0.001935553,0.000935216,-0.000775807,0.000497677,-0.000140816,0.00245609,-0.000119921,-0.001768702,-0.000379617,0.000723264,0.001893004,5.08E-05,-0.00076976,0.000595142,-0.000459237,6.37E-06,0.000795391,0.000234767,0.000192837,-9.52E-05,-0.00018459,-0.9993243,0.005757935,-0.03194138,34.26404,0.1711221,-0.342086,0.9601796,0.9481648,0.8378468,0.8083654,0.7425654,0.6580943,0.5665125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.683169,0.5232848,-1.680654668,0.527091385,-0.002974779,0.001764327,0.000487819,-0.004542025,-0.000372858,-0.00126496,-0.000230042,0.001315863,0.001210672,-0.000480902,0.002860415,-0.001905086,63,168.8224,84.46058,258.3984,5.93E-11,-0.1588896,-0.1,-0.1748929,-0.1724435,-0.1723932,-0.1663783,-0.1601171,-0.1388697,-0.0720448,-0.1593746,-0.1695739,-0.1689033,-0.09005848,-0.1750109,-0.0926571,-0.1753866,-0.1233542,-0.1326198,-0.1496885,-0.1707933,-0.1834763,-0.2020515,-0.2071676,-0.2057122,-0.2067398,-0.2050945,-0.2065773,-0.2046544,-0.2036604,-0.2014822,-0.2003431,-0.200941,-0.1941624,479.6659,-0.9972924,0.0696192,0.000786289,-0.01036792,0.005600206,-0.01819529,-0.003873874,-0.004539787,-0.000702798,-0.005189092,0.003310617,-0.00163663,-9.13E-06,0.000496017,-0.00022463,0.001517701,0.000424168,-0.000162938,0.000377858,0.002363227,0.0008181,0.000960057,-0.001242496,0.000498242,0.000477124,0.000154754,0.000314914,-0.001012342,3.78E-05,0.000646806,0.000184229,-0.000130833,0.000132384,-0.9972924,0.0696192,-0.02896547,35.83812,0.1716509,-0.342086,0.9213524,0.9037704,0.766064,0.7119131,0.626033,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.081512,-1.107279,0.8036857,-1.10923576,0.798951421,-0.001027035,0.004188865,-0.001005277,-0.001684558,0.003668872,-0.000916148,-0.002622629,0.001622462,0.002151298,0.00021729,-0.000528509,-0.002503169,126,268.7659,149.4188,392.981,2.36E-07,-0.1150378,-0.1,-0.201798,-0.1969082,-0.1917518,-0.1854047,-0.174503,-0.1450686,-0.05491448,-0.1640752,-0.1727397,-0.1653773,-0.060454,-0.1654789,-0.05929044,-0.1707239,-0.08932966,-0.08927,-0.1023577,-0.1078963,-0.1284755,-0.1573937,-0.1703559,-0.1522323,-0.1813447,-0.2021536,-0.1904857,-0.2392709,-0.2443662,-0.2419109,-0.247726,-0.2481695,-0.241969,362.5939,-0.9962968,-0.07530087,0.02343947,-0.02599409,0.01183086,0.003062165,-0.004470697,-0.01533453,-0.002045237,-0.000378691,0.004675694,-0.005502562,0.000683302,-0.002754421,-0.000286628,-0.001451103,0.001988068,-0.00220062,0.001165278,-0.000725769,0.000886145,0.003146574,0.001169009,0.000445067,-0.001174989,-0.000427779,0.000508455,-4.56E-05,-0.000456834,-0.00107519,-2.9E-05,-3.52E-05,3.12E-05,-0.9962968,0.02343947,-0.03281683,37.19452,0.1709564,-0.4912642,0.9788754,0.9745763,0.8802817,0.8656547,0.8129262,0.7883123,0.7116456,0.6760407,0.6307671,0.5867247,?,0.6291468,0.6754646,0.5957618,0.6045732,?,0.6205993,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.073628,-1.551596,0.6122983,-1.551729454,0.611348762,0.004267353,-0.001033698,-0.002566756,-0.000901007,0.004008703,-0.000261345,0.00289009,0.004590762,0.002166093,-0.000970068,-9.94E-05,0.002052575,107,189.2769,100.3769,261.0901,5.01E-10,-0.1723827,-0.1,-0.1958855,-0.187006,-0.1862514,-0.1755102,-0.1673753,-0.137453,-0.06760616,-0.1544763,-0.1624557,-0.1615259,-0.08164649,-0.1635796,-0.08405253,-0.1808437,-0.1142678,-0.1209023,-0.1375916,-0.1548262,-0.1680952,-0.1949085,-0.199507,-0.2004948,-0.2026229,-0.2035925,-0.2049145,-0.2051047,-0.2056723,-0.2059345,-0.2051766,-0.2046974,-0.1997037,453.7329,-0.9967279,0.07253782,-0.0253365,0.01025761,0.002061268,-0.009554162,-0.001846207,-0.01443647,-0.003710753,-0.001101669,0.00828251,-0.003561772,-0.006768765,-0.005407127,-0.004969824,-0.002926015,5.23E-05,0.000802802,-0.002847644,0.000755553,-0.000596922,2.29E-05,0.000405946,-0.000840013,-0.000498949,-0.001016655,-0.000516179,-0.000264871,0.000361018,0.000265611,0.000316654,0.000396034,-0.000218792,-0.9967279,0.07253782,-0.02989786,36.90198,0.171491,-0.476059,0.9436196,0.9282409,0.8032147,0.7661227,0.6828538,0.5847309,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.666711,0.5364568,-1.66861948,0.541270212,-0.002904018,-0.004725683,8.84E-05,-0.001520579,0.004880307,0.001401145,-0.002475828,-0.000419113,-0.002541234,0.001082649,-0.001786378,-0.003055188,63,171.3519,86.7795,258.3984,1.52E-10,-0.1641296,-0.1,-0.1763156,-0.1742095,-0.1735258,-0.1673174,-0.1616279,-0.1400298,-0.07198081,-0.1606154,-0.1717748,-0.170579,-0.08956413,-0.1762115,-0.09216291,-0.1741255,-0.1229461,-0.1319597,-0.1490189,-0.1698176,-0.1818856,-0.2000445,-0.2015858,-0.2031596,-0.2026647,-0.2028017,-0.2034785,-0.203847,-0.2031609,-0.2030875,-0.2027425,-0.2010792,-0.1961541,472.9481,-0.9978027,0.0638481,0.003194539,-0.005275193,0.00271573,-0.01305003,-0.00306219,-0.004716569,-0.005410363,-0.002873689,0.000898268,-0.003375952,-0.000237485,0.001274388,-0.002101937,5.18E-05,0.002721327,-0.000450874,0.00081445,-2.28E-05,-0.000167615,-0.000210747,-0.000145533,0.000536074,-0.000106639,0.000622431,9.77E-05,0.000653401,-0.000630052,3.84E-05,0.000254635,3.14E-05,-6.05E-05,-0.9978027,0.0638481,-0.02914995,35.3504,0.1716197,-0.342086,0.9248888,0.9070567,0.7704986,0.7196109,0.6255586,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.081512,-1.137974,0.7687721,-1.135347747,0.771952798,0.000348945,-0.00179157,-0.003970187,0.001129957,-0.004746541,-0.000474344,-0.001247714,-0.000888692,0.003336512,0.00238076,-0.004630635,0.003277528,126,261.4849,143.647,390.2893,1.02E-07,-0.125495,-0.1,-0.1881067,-0.1871538,-0.185475,-0.1794046,-0.1710076,-0.1427486,-0.05568799,-0.1630873,-0.170746,-0.163508,-0.06194733,-0.1657534,-0.06093509,-0.1690359,-0.09021183,-0.09157228,-0.1037782,-0.1113758,-0.1309134,-0.1604651,-0.1734077,-0.1584813,-0.1904199,-0.211174,-0.2039647,-0.238239,-0.2409999,-0.2427209,-0.2432962,-0.2434438,-0.2359915,374.7081,-0.9975125,-0.05446338,0.0136091,-0.03762044,0.005352962,0.002671162,-0.000942971,-0.006782247,-0.002054976,0.01514116,0.006469085,0.001860232,-0.002777601,0.004326286,-0.000632592,-0.001141955,-0.001882854,-0.002037348,0.000799798,0.000377146,-0.000478394,-0.000461143,0.001103833,0.000643819,0.000578966,-0.000814691,-0.000786907,-0.000236459,-5.34E-05,-0.00022223,-9.43E-05,-0.000179433,0.000274275,-0.9975125,0.01514116,-0.03205964,36.49633,0.1711,-0.4912642,0.9788752,0.9752149,0.8798787,0.8639248,0.8101012,0.7540517,0.6364285,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.810818,-1.644011,0.5538904,-1.645187659,0.558882124,0.004246366,-5.8E-06,0.003675836,-0.000489635,-0.003711039,0.002454968,0.002025564,-0.001616957,7.28E-05,-0.001668478,-0.004215687,0.001838754,63,174.865,89.85548,261.0901,1.39E-10,-0.1664473,-0.1,-0.1803436,-0.1772922,-0.1768961,-0.1703783,-0.1640232,-0.1409762,-0.07164272,-0.1609018,-0.1721267,-0.1711812,-0.08865657,-0.1765028,-0.09125649,-0.1731797,-0.1221631,-0.1308323,-0.1479175,-0.1685469,-0.1808166,-0.1958802,-0.1979396,-0.19938,-0.2004639,-0.2012281,-0.202712,-0.2040471,-0.2027323,-0.2034517,-0.2039056,-0.2023529,-0.1963071,463.5593,-0.9982945,0.05687669,0.004762716,0.000159873,0.001441552,-0.008104915,0.003266008,-0.001857478,-0.006755728,0.000508287,-0.001212119,-0.002830511,-2E-05,0.001320671,0.000409139,0.000134945,0.002246522,-0.001320475,0.000532158,0.000308161,-0.000114381,-0.000522453,-0.00028442,3.22E-05,0.001370169,0.000736099,-0.000549368,-0.000326405,-0.000631529,1.84E-05,0.000681052,-0.000143885,6.91E-05,-0.9982945,0.05687669,-0.02873014,34.83515,0.1716904,-0.3420211,0.929164,0.9116725,0.7780043,0.7297741,0.6387206,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.067843,-1.312325,0.7076469,-1.310606735,0.712394904,0.002730033,-0.000658191,0.002882651,0.003568183,0.001914045,-0.004388876,0.00130281,-0.003684069,0.000850749,0.002298284,0.002830457,0.004628078,126,228.6634,123.5338,390.2893,9.27E-09,-0.1864858,-0.1,-0.2039048,-0.1965405,-0.1923564,-0.1841779,-0.1753956,-0.1437039,-0.06340039,-0.1626483,-0.1712409,-0.1664454,-0.072406,-0.1784444,-0.07363392,-0.1674669,-0.1026941,-0.107811,-0.1198267,-0.1344624,-0.1532131,-0.1795643,-0.1906281,-0.1886373,-0.2001706,-0.20199,-0.2035757,-0.2053303,-0.2067787,-0.207966,-0.2088197,-0.209353,-0.2025653,401.2142,-0.9984323,0.02683239,-0.03659389,0.02863219,-0.003576657,0.01156674,-0.006546909,-0.001919424,-0.001075578,-0.004936714,0.00035327,-0.000596586,0.004097396,0.001243034,-0.003082404,-0.000783924,0.000766848,-0.002058707,-0.000359464,-0.000251861,0.000367397,-0.000356632,0.000456385,0.000426962,-0.000543872,-0.000490235,-0.000497834,0.00013903,-0.000175622,2.98E-05,4.87E-05,-4.18E-05,6.85E-05,-0.9984323,0.02863219,-0.02991793,35.8669,0.1714875,-0.4145776,0.968019,0.9577776,0.8545552,0.8261739,0.7707799,0.6915711,0.5643657,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.343622,0.6987574,-1.343760699,0.701605456,-0.004740019,-0.001726883,-0.000459858,-0.001884361,-0.001203008,0.00203066,-0.0032097,0.001041141,-0.000509957,5.74E-05,-0.004566921,0.004181518,126,223.3104,120.4159,390.2893,6.21E-09,-0.1714051,-0.1,-0.1844338,-0.1812515,-0.1798053,-0.1733927,-0.1660549,-0.1393285,-0.06260336,-0.1605094,-0.1689913,-0.1638686,-0.07203506,-0.1665183,-0.07342142,-0.1699754,-0.1019868,-0.1069846,-0.1196634,-0.1347529,-0.1539624,-0.1821475,-0.1969217,-0.1911214,-0.2119953,-0.2140652,-0.2152633,-0.2168301,-0.2178041,-0.2182531,-0.2186482,-0.2188029,-0.2115959,416.1144,-0.9989834,-0.00758215,-0.039853,-0.0171204,-0.003930783,-0.002943526,-0.003840091,0.003781896,-0.00272105,-0.000799705,-0.002266714,-0.001601879,-0.002132382,-0.00238657,-0.000246468,0.000721727,-0.001012441,-0.002138129,-0.001263571,0.000354899,-0.000444491,0.00119254,-0.001776493,-0.000742484,0.000729267,-0.000438992,-0.000205165,-0.000131922,0.00027462,0.000124807,0.000189798,0.00011602,4.29E-05,-0.9989834,0.003781896,-0.0329404,34.48158,0.1709326,-0.342086,0.9653444,0.9545742,0.849353,0.8207989,0.7612338,0.6759491,0.543715,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.810818,-1.780766,0.4239261,-1.778682641,0.419001465,0.001371862,-0.002272824,-0.002788343,0.004688241,0.00405289,-0.003783233,0.004690161,-0.000148303,0.004453303,0.000579988,0.000858711,0.002257355,62,153.9068,69.19201,131.8909,9.77E-12,-0.1679678,-0.1,-0.1836005,-0.1786881,-0.1791889,-0.1712608,-0.1654447,-0.1412276,-0.07696241,-0.1583381,-0.167066,-0.1684252,-0.09930885,-0.1775717,-0.1019725,-0.1774943,-0.1345242,-0.1452841,-0.1646677,-0.1860688,-0.1899435,-0.1943753,-0.1948894,-0.1949665,-0.1958776,-0.1960849,-0.1952098,-0.1960476,-0.1960266,-0.195761,-0.1947614,-0.1937651,-0.1873953,496.8924,-0.9956579,0.08675527,0.02999372,0.01144852,0.002344157,0.002893496,0.007386864,0.000693507,-0.001182238,0.004536783,-0.000320453,0.00163482,-0.000334286,0.002267928,-0.000686433,-0.000702489,-0.001726171,0.001711229,-0.000601616,-0.001114489,0.000127462,0.000175028,0.000112227,0.00019578,-0.000536913,0.000210894,-4.3E-06,-0.00042006,9.78E-05,-0.000268554,-0.000143682,-0.00012766,-1.73E-05,-0.9956579,0.08675527,-0.02579573,36.56139,0.1721558,-0.3420211,0.8966589,0.8781625,0.7226601,0.6596409,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.121035,-1.131576,0.8096324,-1.128721071,0.811758672,-0.002792915,-0.001142234,-3.01E-05,-0.003588375,0.000118882,-0.000402547,0.004715637,-0.003549365,-0.002556672,0.00458055,0.001804938,0.008851203,104,270.564,189.2962,392.981,7.49E-06,-0.1704403,-0.1,-0.2058098,-0.2164492,-0.2205895,-0.2073118,-0.1506744,-0.1201119,-0.04839972,-0.1864149,-0.191212,-0.1885432,-0.05785239,-0.1883326,-0.05721534,-0.19476,-0.08830001,-0.09567991,-0.1065702,-0.1066892,-0.1183141,-0.1354258,-0.1668083,-0.1499896,-0.1607537,-0.1745873,-0.1484514,-0.2364603,-0.2198655,-0.2068194,-0.2104458,-0.2587873,-0.2618002,289.3957,-0.9914926,-0.1018838,0.03983215,0.05542034,-0.02767878,-0.01472343,-0.01948028,0.0138756,-0.006201357,-0.009101227,-0.008189982,0.005204064,0.001672889,0.009537845,0.00403262,8.33E-05,0.003677642,0.001432923,0.001752755,0.000303042,0.000906987,-0.001662072,4.87E-05,-0.000126953,-0.000804316,0.000640485,6.53E-05,-9.11E-05,-0.000193235,-0.000468067,0.000167071,-4.04E-05,4.01E-05,-0.9914926,0.05542034,-0.03161951,40.93347,0.1711819,-0.5800555,0.976434,0.9710788,0.8949106,0.8648536,0.8205627,0.7841844,0.6855433,0.6333567,0.5762207,0.5434358,?,?,0.4989553,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.067843,-1.339255,0.7000312,-1.34381845,0.704264625,-0.004832351,-0.003018079,-0.003054444,-0.000867022,-0.000404507,-0.000232444,0.004769717,-0.001545492,-0.001775255,-0.000777529,-0.001272291,0.000944701,126,224.0542,120.9276,390.2893,6.73E-09,-0.1907766,-0.1,-0.203729,-0.197446,-0.1935452,-0.1844989,-0.1744619,-0.1430682,-0.06410761,-0.1638037,-0.1730475,-0.1700259,-0.07368346,-0.1750905,-0.07508809,-0.1661979,-0.1043198,-0.1094611,-0.1223339,-0.1376691,-0.1570011,-0.1819309,-0.1906488,-0.1895225,-0.1982406,-0.2000758,-0.201752,-0.2033442,-0.2047374,-0.206014,-0.2067965,-0.2075236,-0.2004985,405.1178,-0.9980453,0.03268111,-0.036636,0.03547696,-0.004951055,0.0111,-0.007482989,-0.000518849,0.001714529,-0.002297468,-0.002322183,0.000167027,0.001065526,-0.000654578,-0.003197931,-0.002265089,-0.000141869,9.25E-05,-0.000591859,0.000131632,-0.000436269,3.86E-06,-0.000283097,-5.01E-05,0.000272764,4.08E-05,0.001105819,0.000265351,0.000251666,0.000273682,-4.24E-05,-3.05E-05,-0.00014421,-0.9980453,0.03547696,-0.02955905,36.16595,0.1715497,-0.4145776,0.9656824,0.9550218,0.8501249,0.8218039,0.7622471,0.6761767,0.5555285,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.121035,-1.470964,0.6620204,-1.468967105,0.659482757,0.001753698,-0.002500642,-0.003160788,0.00070538,0.003758575,0.004640521,0.003182521,0.001905293,-0.001657764,0.003662899,-0.001954832,-0.000493672,125,202.7849,112.8353,387.5977,5.46E-08,-0.1596724,-0.1,-0.1756692,-0.1723649,-0.166864,-0.1613688,-0.1532165,-0.1307134,-0.07523849,-0.1540849,-0.1811135,-0.1468068,-0.08923408,-0.1412751,-0.09124306,-0.1496397,-0.1250613,-0.1322032,-0.1479899,-0.1675042,-0.1815426,-0.1982946,-0.2030868,-0.2053053,-0.207048,-0.2089344,-0.2107773,-0.2125699,-0.214114,-0.2154736,-0.2168328,-0.216846,-0.2097321,380.6559,-0.9936246,0.1010689,0.01638386,-0.02263744,-0.02206131,-0.007869322,0.02076457,-0.000974273,0.02554902,0.00326642,-0.006831212,0.000917194,-0.001858136,0.002284553,0.000909575,-0.001770674,0.000542537,0.001889343,-0.001678036,-0.000972405,0.000238619,-0.000288487,-0.001051215,-0.000283835,0.000445308,8.72E-05,-0.000550724,0.00043666,-0.000328427,-0.000402779,0.000115667,-0.000285218,6.22E-05,-0.9936246,0.1010689,-0.02692444,38.84838,0.1719829,-0.5800555,0.953312,0.9448008,0.833929,0.804769,0.7477815,0.6528854,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
1.799928,-1.50453,0.6364436,-1.506922922,0.631673625,-0.000346489,-0.000303193,-0.004963556,-0.003522423,-0.003313715,-0.004898827,0.001138354,-0.000771405,-0.004943395,-0.003079791,0.001328498,-0.005688598,126,196.7505,105.1068,387.5977,9.31E-10,-0.1704643,-0.1,-0.1875324,-0.1818682,-0.1796152,-0.1735628,-0.1656134,-0.1370696,-0.0662123,-0.1561885,-0.1644856,-0.1628953,-0.07906688,-0.1632914,-0.08129106,-0.1782478,-0.1113744,-0.1173463,-0.133321,-0.1495942,-0.164696,-0.1936346,-0.2022914,-0.2033255,-0.2072188,-0.2078636,-0.2082696,-0.2095888,-0.2106732,-0.2101646,-0.2092535,-0.2092231,-0.2028858,445.2957,-0.999177,0.0270511,-0.02531939,-0.005789512,-0.006455842,-0.004215718,-0.008156636,-0.003393992,0.00907215,0.003266703,0.00036335,0.000844341,-0.000497532,0.001549391,0.000968455,0.001598375,0.000432295,0.000605504,-0.000185654,9.99E-05,0.000133779,3.47E-05,1.39E-05,-4.49E-05,-0.000340033,-0.000644503,-0.000106525,-0.000418775,0.000187797,0.000261403,0.000319463,0.000225027,-1.11E-05,-0.999177,0.0270511,-0.03053726,34.84077,0.1713783,-0.342086,0.9495753,0.9355802,0.8148492,0.7813491,0.7074061,0.6092548,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,ElectricGuitar,Marimba
