temporalCentroid,LogSpecCentroid,LogSpecSpread,MFCC1,MFCC2,Energy,ZeroCrossings,SpecCentroid,SpecSpread,Rolloff,bandsCoefSum,prjmin,prjmax,prjsum,prjdis,prjstd,LogAttackTime,HamoPk1,HamoPk2,HamoPk3,HamoPk4,HamoPk5,HamoPk6,HamoPk7,HamoPk8,HamoPk9,HamoPk10,HamoPk11,HamoPk12,HamoPk13,HamoPk14,HamoPk15,HamoPk16,HamoPk17,HamoPk19,playmethod,class1,class2,label
1.390276,-0.01318382,1.202688,-0.018003082,1.19780503,0.005358458,248,606.4937,311.0077,912.4695,397.1068,-0.9994656,0.02766855,-0.02918337,34.43971,0.171614,-0.2319108,1.05663,0.9061283,1.003537,1.065229,1.062147,0.9531908,1.077944,0.9497703,0.8740564,0.8716877,1.04391,0.8476043,0.8526356,0.7976653,0.9590189,0.7773059,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.906808,-1.029965,1.172998,-1.028238556,1.175332612,0.00959264,188,348.1311,313.0741,780.5786,406.6431,-0.9988548,0.01284235,-0.03067835,35.03067,0.1713531,-0.022712,0.7245927,0.9500728,0.7788561,0.9282424,0.8445319,0.9390911,0.7348961,0.8236182,0.7661579,0.7241961,0.7631009,0.7101417,0.7741307,0.6649226,0.6767833,0.623507,0.6456503,0.6230087,blown,aerophone,aero_single-reed,B-flatclarinet
1.239341,-0.3965021,1.332862,-0.400598706,1.332055956,-0.005979507,283,566.5761,532.5715,785.9619,239.6388,-0.9975573,0.05855289,-0.02543293,36.76541,0.1722097,-0.1617936,1.072548,1.015518,1.005546,0.9641455,0.9627432,0.8594352,0.9157177,0.8207321,0.8067935,0.7835157,0.7138067,0.7531566,0.7125409,0.687133,0.6903411,0.704854,0.7167149,0.6314626,string,chordophone,chrd_composite,DoubleBass
0.8202616,-2.426178,0.649788,-2.422496652,0.653983838,0.004375558,64,102.4633,52.80245,129.1992,419.2281,-0.9947509,0.00700815,-0.03565939,37.96777,0.1703861,-0.6963192,0.9922247,0.8679534,0.8790764,0.7488069,0.7714801,0.716058,0.7750263,0.664375,0.7423215,0.596959,0.7021243,0.802892,0.62124,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
0.9781843,-0.9089016,1.107352,-0.908307884,1.103365096,-0.00164478,229,365.99,325.9698,651.3794,309.5991,-0.9984869,0.04144642,-0.03022384,36.13375,0.1714338,-0.07155538,0.9519861,0.9528041,0.9075508,0.902983,0.8711675,0.8275728,0.8278163,0.8431913,0.6364747,0.7161833,0.7904968,0.719503,0.7587741,0.6987801,0.7084604,0.6432474,0.615326,0.6323869,string,chordophone,chrd_composite,Violin
1.391502,-0.4540191,1.426553,-0.455435828,1.425001381,-0.00131599,249,539.3889,428.7578,917.8528,348.2906,-0.9986789,0.03224825,-0.02871553,35.91447,0.1716929,-0.2910995,1.041609,0.9034293,1.06068,1.064365,1.0605,0.9465056,0.8630696,0.9225661,0.9176763,0.9108198,0.9311809,0.8918848,0.8862123,0.7724688,0.9071806,0.7431001,0.7826551,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.771543,-0.6491762,1.26125,-0.644533089,1.265868873,-0.009027082,298,458.9761,385.4095,915.1611,359.6109,-0.9990099,0.03384411,-0.02969324,35.77529,0.1715265,-0.02480273,0.9187844,0.9592241,0.9033247,0.9118192,0.8753258,0.9168908,0.8346498,0.8643677,0.8012163,0.7915001,0.7992131,0.7690613,0.7220437,0.6571307,0.7200814,0.6197374,0.5615613,0.6700365,blown,aerophone,aero_single-reed,B-flatclarinet
1.001197,-0.2865005,0.6908085,-0.281652507,0.692416483,0.000485462,236,455.5093,228.1213,522.1802,378.73,-0.9996155,0.01735141,-0.02911724,34.20846,0.1716252,0.07950119,1.036124,1.036442,1.067211,0.9806516,0.9235815,0.8574679,0.8917931,0.7930222,0.7511872,0.7048491,0.8603371,0.6183972,0.675775,0.595108,0.7628513,0.591991,0.679899,0.692721,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.850129,-1.091042,1.157177,-1.088281031,1.160147999,0.001277858,197,338.7225,332.269,780.5786,356.4013,-0.999151,0.01558178,-0.03072787,35.7185,0.1713442,-0.02618124,0.9100409,0.9223323,0.8548058,0.9115914,0.8864678,0.9030578,0.8045972,0.8280056,0.7643507,0.7665276,0.801052,0.7272286,0.6916356,0.6434285,0.6830264,0.657738,0.5826842,0.6441783,blown,aerophone,aero_single-reed,B-flatclarinet
1.394951,-0.1276491,1.250499,-0.130234873,1.250465251,-0.005910474,239,581.0148,325.7765,912.4695,394.98,-0.9995769,0.0094988,-0.03043058,34.25077,0.1713972,-0.2402551,1.04076,0.914264,1.068477,1.058021,1.046817,0.9304822,0.998923,0.9163778,0.8766182,0.8674939,0.988366,0.8372061,0.8410541,0.7664696,0.9016406,0.724365,0.7725187,0.7352138,blown,aerophone,aero_lip-vibrated,CTrumpet
1.299325,-0.1809304,0.86573,-0.176650649,0.870614656,-0.002599873,347,518.2181,288.4038,783.2703,366.3111,-0.9980091,0.05806888,-0.02868499,35.8158,0.171698,0.09879671,1.018962,1.035656,1.026235,0.9789959,0.997625,0.858219,1.010376,0.7691879,0.9089242,0.6696739,0.8331563,0.621329,0.7432312,0.595108,0.7970787,0.5837292,0.7290395,0.7643354,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.906808,-1.23947,1.094029,-1.236280405,1.094751641,-0.008275375,141,299.8214,301.2714,654.071,385.7873,-0.9996669,0.01186069,-0.03100256,34.45808,0.1712947,-0.022712,0.8495427,0.9275775,0.8100173,0.8823893,0.7909339,0.8744839,0.71014,0.7767596,0.6559061,0.7348789,0.6355224,0.702935,0.5962602,0.6051699,0.6855277,0.623507,0.608333,0.573547,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.130809,1.109205,-1.127573277,1.10546143,-0.009014707,181,317.1318,310.2889,651.3794,347.0628,-0.9987962,0.02990682,-0.0326335,35.70082,0.1709915,-0.2523927,1.056045,1.027605,1.011288,0.9306734,0.9768526,0.89543,0.9540326,0.735123,0.9269046,0.7974607,0.9505645,0.699912,0.9039593,0.6319926,0.8902669,0.6314367,0.8436587,0.832908,blown,aerophone,aero_lip-vibrated,CTrumpet
1.300985,-0.4822874,1.25999,-0.484988281,1.258103358,-0.001144415,263,518.3192,490.3212,783.2703,252.1148,-0.9969407,0.06394244,-0.02929641,37.78578,0.1715947,-0.1226992,1.0828,1.013854,0.9384315,0.9560695,1.033649,0.8433112,0.8974503,0.758428,0.923627,0.6903069,0.804065,0.7337435,0.7534308,0.6718705,0.6931572,0.6345886,0.7066325,0.6384924,string,chordophone,chrd_composite,DoubleBass
0.9937014,-0.6895921,1.359668,-0.687885613,1.356028177,-0.000496327,183,489.9251,520.8323,783.2703,227.7021,-0.9985533,0.02514057,-0.02997199,36.41666,0.171478,-0.3348084,1.086843,1.015351,1.00543,0.9605719,0.9320536,0.8540979,0.9029022,0.8137928,0.7028765,0.7416289,0.7086497,0.7213074,0.6960898,0.6203408,0.7030918,0.6832299,0.6720074,0.5930007,blown,aerophone,aero_free-reed,Accordian
1.121035,-1.0454,0.7611606,-1.045769952,0.760732323,-0.00743988,126,278.4052,153.3782,392.981,352.5229,-0.9967222,0.01521791,-0.03132403,36.38684,0.1712362,-0.5800555,0.9865667,0.9823745,0.8890968,0.8790722,0.8243097,0.7782045,0.6609347,0.528209,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.519636,0.1179649,1.201822,0.121367187,1.198562318,-0.00151302,241,642.3933,286.3807,912.4695,458.3829,-0.9905287,0.09609004,-0.02894874,39.48698,0.1716537,-0.237643,1.05727,1.095694,1.116602,1.025175,1.085574,1.027397,0.9785044,0.9409631,0.9293135,0.9086337,0.803357,0.7478909,0.845890,0.755617,0.836644,0.724365,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
0.8145538,-2.143997,2.628839,-2.144088368,2.632052935,-0.000164844,128,234.3576,174.0898,261.0901,532.5203,-0.9982674,0.05276099,-0.02721636,35.56322,0.1719369,-0.6963192,1.117972,0.9553457,0.858966,0.8099954,0.806841,0.716058,0.681332,0.664375,0.705223,0.596959,0.723404,0.802892,0.661376,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
0.9781843,-1.192296,0.9932031,-1.194194929,0.99083217,0.000705089,182,289.6352,265.4439,519.4885,344.8721,-0.9994304,0.01871753,-0.03033184,34.89917,0.1714147,-0.07155538,0.9427407,0.9492287,0.8916748,0.910972,0.9185756,0.8405348,0.8345359,0.8651881,0.6549103,0.7736379,0.8233748,0.7037767,0.7663421,0.7644765,0.6837936,0.618993,0.6425017,0.6652665,string,chordophone,chrd_composite,Violin
1.071612,-0.7515302,1.280898,-0.754849812,1.280084387,-0.001131783,220,453.5574,495.3743,780.5786,226.192,-0.9978627,0.03396315,-0.03109285,37.20268,0.1712783,-0.2762819,1.087195,1.017565,1.015069,0.9654344,0.9872053,0.8655056,0.8302526,0.8386857,0.8813409,0.8088558,0.7878983,0.7666629,0.650305,0.7149692,0.5858259,0.6511805,0.6350674,0.6573758,string,chordophone,chrd_composite,DoubleBass
1.535154,-0.3863293,1.344737,-0.385482029,1.342099242,-0.002911034,240,540.6392,407.7658,915.1611,353.6529,-0.9990519,0.02388261,-0.03042457,35.20725,0.1713983,-0.2989668,1.036103,0.9044567,1.05395,1.059189,1.057222,0.9388669,0.9917048,0.919305,0.9125823,0.9032921,0.9381004,0.8928874,0.8821299,0.7754262,0.8546124,0.7327323,0.7874556,0.8222297,blown,aerophone,aero_lip-vibrated,CTrumpet
1.391502,-0.3937057,1.380584,-0.391123451,1.381117789,0.004172049,220,541.6523,404.3332,915.1611,350.1458,-0.9990403,0.03030134,-0.02833093,34.73012,0.1717568,-0.2910995,1.036743,0.9047072,1.018424,1.059819,1.058252,0.9426351,0.9836662,0.920129,0.9133545,0.9095575,0.9079728,0.8882901,0.8818931,0.7720959,0.8690787,0.7365437,0.766708,0.7948934,blown,aerophone,aero_lip-vibrated,CTrumpet
1.394951,0.04930353,1.167018,0.049486555,1.165890149,-0.001778628,229,645.7698,364.2827,920.5444,374.7057,-0.9987986,0.03660716,-0.02774835,35.85071,0.1718519,-0.2402551,1.087819,0.971313,1.029526,1.127706,1.040972,0.9175413,1.017221,0.8662088,0.8874104,0.9186719,0.9563614,0.7545808,0.9019078,0.755617,0.9327423,0.8197934,0.8043822,0.7734302,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9934581,-0.7363883,1.267999,-0.731736401,1.266204205,0.006148872,222,453.5304,490.7612,780.5786,224.8345,-0.9982107,0.02162,-0.03183666,36.63545,0.1711416,-0.3348084,1.102161,1.016702,1.025769,0.9496218,1.012105,0.822509,0.8697568,0.7467826,0.8610768,0.7550399,0.8043095,0.7191775,0.7405008,0.6957777,0.7113221,0.6970068,0.7619777,0.657972,blown,aerophone,aero_free-reed,Accordian
1.810818,-1.007899,0.7453346,-1.006221437,0.745589578,0.004052648,126,282.4627,143.5525,392.981,374.0343,-0.9947002,0.02244688,-0.03284564,37.93885,0.1709509,-0.3420211,0.9920264,0.9882246,0.8914047,0.8748986,0.8204452,0.7623996,0.6425379,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.032484,-0.102586,0.8288938,-0.09893022,0.826338772,-0.006078083,293,524.3374,200.3825,651.3794,414.1576,-0.9986016,0.02681631,-0.02985014,36.24409,0.1714993,0.08522017,0.9082861,0.9978143,1.022034,1.042709,0.9611039,0.8241539,0.7679005,0.8351543,0.849487,0.8206619,0.7837378,0.6951811,0.6288598,0.6062969,0.6389316,0.6073877,0.641898,0.617523,blown,aerophone,aero_double-reed,Oboe
1.535154,-0.7027692,1.337623,-0.698470703,1.336021436,-0.000945822,251,433.2568,331.1957,783.2703,381.5883,-0.9991573,0.03254459,-0.02833625,34.87856,0.1717559,-0.2989668,1.044939,0.8915459,1.077503,1.055583,1.067094,0.9707998,1.015936,0.9774575,0.9032903,0.8869055,0.9727169,0.8685884,0.8995247,0.8035484,0.9051525,0.7833086,0.8108933,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.67324,-0.8949855,0.6637014,-0.891877282,0.668241441,-0.005973637,128,302.2011,182.1366,384.906,416.6451,-0.9946219,0.02605711,-0.03385257,38.80164,0.1707543,0.3658826,1.056352,0.9346106,0.9042369,0.9210196,0.8258026,0.8304711,0.8241977,0.7554744,0.7182265,0.809823,0.785469,0.760528,0.749453,0.732846,0.717380,0.696743,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
0.8202616,-2.518688,1.139543,-2.521171163,1.139606637,0.002376267,66,108.4208,71.50887,131.8909,386.6877,-0.9882776,0.03385512,-0.03146807,39.90334,0.1712098,-0.6963192,0.9828918,0.8912963,0.9260709,0.8266681,0.8353184,0.7333905,0.7983612,0.7032396,0.7395368,0.586248,0.7410916,0.664088,0.675355,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
1.549887,-1.125188,1.09377,-1.128266397,1.097707682,0.000712163,169,307.5256,270.1039,522.1802,382.2946,-0.9995514,0.02096094,-0.02876195,34.59784,0.1716851,-0.2534505,1.05768,1.036757,1.042119,0.9497336,0.962182,0.9147278,0.9218983,0.8708489,0.8693401,0.8613555,0.8954184,0.907303,0.8666278,0.8483377,0.8045944,0.7911922,0.7504308,0.7101563,blown,aerophone,aero_lip-vibrated,CTrumpet
1.526726,-0.5492772,1.389735,-0.548271865,1.386350704,0.005474555,243,502.7193,413.5363,915.1611,346.5502,-0.9982631,0.02698329,-0.03127138,36.40078,0.1712458,-0.2422116,1.043518,0.8989155,1.061824,1.067398,1.065592,0.9542118,0.9721467,0.9315538,0.9201208,0.9185279,0.9761628,0.8980471,0.9075692,0.7784095,0.8539556,0.7692927,0.808738,0.8512855,blown,aerophone,aero_lip-vibrated,CTrumpet
1.52806,-0.9475969,1.135318,-0.950218352,1.131483819,-0.002809378,153,350.3879,293.405,777.887,383.6557,-0.9994513,0.01752378,-0.02877744,34.83713,0.1716825,-0.2319108,1.063509,1.035122,1.039248,0.9414638,0.9597809,0.8942791,0.9303859,0.8081612,0.740076,0.8047644,0.7781666,0.8164133,0.8002243,0.65738,0.7185721,0.724365,0.6626122,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
0.9759644,-1.194513,1.082002,-1.195237038,1.078833073,-0.003877086,199,307.6344,311.0424,651.3794,310.2518,-0.9989133,0.04264184,-0.02882827,35.03319,0.171674,-0.07155538,0.9241695,0.9230114,0.8760973,0.8840539,0.8544925,0.7036933,0.8561104,0.8100569,0.5987479,0.6930421,0.758561,0.6932243,0.7305785,0.6724305,0.6745684,0.6183886,0.552421,0.5940702,string,chordophone,chrd_composite,Violin
1.25619,-0.2903619,1.246107,-0.291110474,1.245125741,0.000718104,255,587.3734,546.5849,912.4695,270.9355,-0.9972862,0.04836504,-0.02560477,38.13545,0.1721843,-0.1572295,1.040197,1.016825,1.046391,0.9478907,1.016364,0.8419129,0.8785187,0.7922497,0.7908175,0.7776775,0.8583111,0.7622945,0.7122145,0.6411532,0.5975955,0.6494257,0.677483,0.5750661,string,chordophone,chrd_composite,DoubleBass
1.633609,-1.381001,0.7408398,-1.376639422,0.736617358,-0.002920757,85,225.9687,179.9808,261.0901,375.7828,-0.9994864,0.01827931,-0.03002121,34.85109,0.1714694,0.09215708,0.9871039,0.8585744,0.8805225,0.8767246,0.8100111,0.8560875,0.8580919,0.7879692,0.729586,0.7325993,0.7242442,0.6830664,0.6552627,0.6780666,0.6737919,0.6323478,0.6265541,0.6261193,blown,aerophone,aero_single-reed,TenorSaxophone
0.7869839,-2.728367,2.855171,-2.733246185,2.850260631,0.000108781,75,196.3633,202.1057,261.0901,542.7604,-0.9970413,0.07256031,-0.02743232,36.39101,0.1719026,-0.6692826,1.027781,0.9221638,0.8249043,0.810156,0.806841,0.716058,0.681332,0.664375,0.705223,0.596959,0.723404,0.802892,0.661376,0.627652,0.654225,0.560585,0.683366,0.567448,struck_Hrm,chordophone,chrd_simple,Piano
1.041239,-0.6666618,0.747842,-0.666028321,0.7447844,-0.004912776,193,357.8342,189.6995,516.7969,399.9429,-0.9992947,0.02357236,-0.03015391,34.85855,0.1714461,0.2186105,1.018947,1.013139,0.9782158,0.9276434,0.8517045,0.7775784,0.9119706,0.645784,0.8587272,0.694683,0.7829411,0.621329,0.6699609,0.595108,0.6651345,0.591991,0.6824369,0.7039928,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.46164,-1.246398,1.095326,-1.244685257,1.098236714,-0.000820641,153,302.254,321.088,651.3794,341.6441,-0.9993458,0.007965432,-0.03261171,35.09611,0.1709956,-0.02336622,0.9065811,0.9177735,0.8785646,0.8749239,0.83036,0.8829651,0.7922425,0.8162458,0.6804575,0.7993186,0.6931296,0.6488628,0.6782344,0.6734414,0.7471202,0.6083666,0.6183752,0.6414238,blown,aerophone,aero_single-reed,B-flatclarinet
1.536829,-1.218647,0.9210882,-1.215711741,0.916162878,0.001381447,166,267.4453,216.8422,328.3813,363.2264,-0.9992604,0.02338981,-0.0289057,35.18981,0.171661,-0.2523927,1.054321,1.034483,1.050657,0.9424639,0.8072776,0.9029964,0.9313531,0.8388963,0.8650285,0.8271668,0.7708358,0.8429573,0.794464,0.7546923,0.6973581,0.6572517,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.633609,-1.332536,0.7467286,-1.328670619,0.742765914,-0.002255316,63,234.0612,183.082,261.0901,367.9397,-0.9992776,0.02856559,-0.03022384,34.83395,0.1714338,0.09215708,0.989585,0.8438579,0.893661,0.8730164,0.8119033,0.8400335,0.8356359,0.775082,0.7622107,0.6290648,0.6337679,0.6223356,0.5829098,0.5421657,0.5777924,0.5463019,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
1.394951,0.13895,1.136245,0.140817247,1.134080028,-0.000731849,296,677.7072,377.7701,1041.669,370.5186,-0.9992692,0.02459698,-0.0293254,34.97019,0.1715898,-0.2402551,1.035834,0.9108557,1.050154,1.057551,1.037684,0.9029433,1.041889,0.8833806,0.9014468,0.8474282,1.041828,0.8376674,0.7548245,0.7483941,0.9839056,0.724365,0.7380236,0.8047383,blown,aerophone,aero_lip-vibrated,CTrumpet
1.067843,-1.391863,0.6829552,-1.390617579,0.685467356,-0.002451106,126,215.1729,115.8542,390.2893,418.9852,-0.9987038,0.04530292,-0.02978708,35.0138,0.1715102,-0.4145776,0.9612323,0.9494786,0.8402771,0.8111391,0.7462639,0.6619119,0.5519046,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
1.035114,-0.4431454,0.7723417,-0.441487423,0.767352995,-0.000653259,301,418.2692,212.29,645.9961,383.9112,-0.9996494,0.02026019,-0.03034884,33.87367,0.1714117,0.2185927,1.025024,1.035753,1.015214,0.9792038,0.9476728,0.8609784,0.9551231,0.7855221,0.8451131,0.6934437,0.7782322,0.5946103,0.6839481,0.595108,0.7438851,0.591991,0.6745841,0.7124184,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.295816,-0.1689895,1.091078,-0.166100132,1.09138019,0.00777094,282,585.7598,491.8134,783.2703,252.2664,-0.9962798,0.07060281,-0.02928331,38.29092,0.171597,-0.007659924,1.029794,1.018782,1.033357,0.9524639,1.030898,0.8484661,0.9117977,0.8160226,0.8873932,0.7590003,0.8652712,0.7276442,0.7755712,0.6942908,0.6632555,0.6109524,0.7435013,0.5610939,string,chordophone,chrd_composite,DoubleBass
1.67324,-0.7098487,0.6300111,-0.709274962,0.625769695,-0.003138345,125,344.3052,221.431,519.4885,390.1258,-0.9993148,0.02814067,-0.02897266,34.76247,0.1716497,0.3658826,1.119982,0.9669469,1.014962,1.004794,0.929548,0.9777692,0.9772549,0.9017162,0.866743,0.8093397,0.7665748,0.6829672,0.7130015,0.7064974,0.7291854,0.7259214,0.7349629,0.7254831,blown,aerophone,aero_single-reed,TenorSaxophone
1.63466,-1.001969,0.7443268,-1.006086149,0.745895887,0.003139781,188,291.8793,212.14,263.7817,387.3759,-0.9992667,0.02486499,-0.02852195,35.00946,0.1717252,-0.09246434,1.030752,0.8786214,0.9348294,0.9013873,0.8416076,0.8838258,0.8793179,0.7959167,0.7444421,0.7398434,0.7079732,0.6447485,0.5913632,0.6175822,0.6076059,0.696743,0.695016,0.671278,blown,aerophone,aero_single-reed,TenorSaxophone
0.9998207,-0.3990557,1.039849,-0.399623705,1.035744215,0.000583662,252,471.9571,280.8178,651.3794,333.3818,-0.9964438,0.0111236,-0.03385838,37.3441,0.1707532,0.05500888,0.9572029,0.9571117,0.9714866,1.010562,0.9536323,0.8611333,0.8383222,0.7977119,0.847191,0.8072984,0.6823183,0.7346864,0.782604,0.6600118,0.5932342,0.6741523,0.6164117,0.6529569,blown,aerophone,aero_double-reed,Oboe
1.391502,-0.8467508,1.382272,-0.850854804,1.380556282,-0.0040837,158,404.6118,328.8368,783.2703,379.813,-0.9995604,0.01575347,-0.03052468,34.23894,0.1713805,-0.2910995,1.049152,0.9114568,1.025264,1.056378,1.056296,0.9553986,0.9931237,0.9542239,0.8867314,0.889054,0.9097783,0.8767751,0.8728527,0.7721982,0.8315226,0.6813832,0.769143,0.779907,blown,aerophone,aero_lip-vibrated,CTrumpet
1.073628,-1.321093,0.705068,-1.321829322,0.702361732,-0.003285861,126,227.1462,122.6478,390.2893,403.7094,-0.9971927,0.03320372,-0.02950033,36.64646,0.1715598,-0.476059,0.967265,0.9569705,0.8532374,0.8253721,0.768464,0.6846189,0.5648338,0.744098,0.767194,0.749675,0.736009,0.697682,0.685608,0.632692,0.643926,0.614421,0.645221,0.601616,string,chordophone,chrd_composite,Cello
0.9986647,-0.1817993,0.6478135,-0.178754995,0.650182936,0.003872115,251,483.9139,230.7343,522.1802,368.7227,-0.9997604,0.006874422,-0.0308515,33.82686,0.171322,0.07950119,1.034949,1.032439,1.084187,0.975397,0.9178712,0.8549383,0.9185176,0.7884642,0.75032,0.7034882,0.8438335,0.6257555,0.675775,0.595108,0.6849337,0.591991,0.679899,0.692721,blown,aerophone,aero_lip-vibrated,TenorTrombone
1.045776,0.01363766,0.5978102,0.014598649,0.598449002,-0.004602916,289,547.6943,235.3379,651.3794,350.2294,-0.9964149,0.03460506,-0.03377842,37.86106,0.170769,0.2047289,1.00753,0.8970892,0.8883016,0.7960553,0.6495576,0.7082762,0.6086094,0.6115387,0.6366992,0.6200543,0.6451462,0.717376,0.692589,0.635770,0.643057,0.624867,0.641898,0.617523,blown,aerophone,aero_double-reed,Oboe
